numActiveSessions:vector baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[13].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[13].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[13].tcp.conn-1905 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080204488,51,0.080204488,800,0.1657427312,0.085538243200000002,0.1658742672,1452,0.1658742672,0.044076789599999999
0,1,0.080204488,47,0.1657427312,47,,,,,0.2461926712,1452,0.2461926712,0.12439519359999998
0.1658742672,0,0.080204864,847,0.1658742672,1499,,,,,0.444678472,1452,0.444678472,0.322880994399999953
,,0.1658742672,47,0.2461926712,1499,,,,,0.856893229022,1452,0.856893229022,0.735095751422000006
,,0.1658746432,47,0.444678472,1499,,,,,1.256613149022,1452,1.256613149022,1.134815671421999901
,,0.2461926712,47,0.8442405952,47,,,,,1.656413149022,1452,1.656413149022,1.534615671421999828
,,0.444678472,47,0.856893229022,1499,,,,,2.056078804222,1452,2.056078804222,1.934281326622000025
,,0.856893229022,47,1.256613149022,1499,,,,,2.455772025022,1452,2.455772025022,2.333974547421999712
,,1.256613149022,47,1.656413149022,1499,,,,,2.85553430458,1452,2.85553430458,2.733736826979999525
,,1.656413149022,47,2.056078804222,1499,,,,,3.25535173578,1452,3.25535173578,3.133554258180000207
,,2.056078804222,47,2.455772025022,1499,,,,,3.6549425664,1452,3.6549425664,3.53314508879999954
,,2.455772025022,47,2.85553430458,1499,,,,,4.054731002925,1452,4.054731002925,3.93293352532499972
,,2.85553430458,47,3.25535173578,1499,,,,,4.4545735184,1452,4.4545735184,4.332776040799998877
,,3.25535173578,47,3.6549425664,1499,,,,,4.85425864,1452,4.85425864,4.732461162399999905
,,3.6549425664,47,4.054731002925,1499,,,,,,,,
,,4.054731002925,47,4.4545735184,1499,,,,,,,,
,,4.4545735184,47,4.85425864,1499,,,,,,,,
,,4.85425864,47,,,,,,,,,,
