numActiveSessions:vector baselineTestQoS.hostSSH[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[58].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[58].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[58].tcp.conn-2034 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080730808,51,1.080730808,40,1.1648610504,0.084130242399999999,1.1648683304,40,1.1648683304,0.043669060799999992
0,1,0.080730808,47,1.1648610504,47,1.130730808,40,1.2450811344,0.080220083999999996,1.2450884144,40,1.2450884144,0.040212478400000001
,,1.080730808,87,1.1648683304,87,1.180730808,40,1.3252897856,0.08020865119999998,1.3253005856,80,1.3253005856,0.0400189336
,,1.1648610504,87,1.2450811344,47,1.230730808,40,1.4053096048,0.08001981919999998,1.4053168848,40,1.3253005856,0.0400189336
,,1.1648683304,47,1.2450884144,87,1.280730808,40,1.485339696,0.080030091199999986,1.485350496,80,1.4053168848,0.040018613600000002
,,1.2450811344,127,1.3252897856,47,1.330730808,40,1.5653694672,0.080029771199999988,1.5653802672,80,1.485350496,0.0400189336
,,1.2450884144,47,1.3253005856,127,1.380730808,40,1.6454580064,0.080088539200000002,1.6454652864,40,1.485350496,0.0400189336
,,1.3252897856,87,1.4053096048,47,1.430730808,40,1.727462296,0.082004289600000001,1.72751252,528,1.5653802672,0.0400189336
,,1.3253005856,47,1.4053168848,87,1.480730808,40,2.8075356088,0.080023088800000002,2.8075428888,40,1.5653802672,0.0400189336
,,1.4053096048,127,1.485339696,47,1.530730808,40,2.887558628,0.080023019199999989,2.887565908,40,1.6454652864,0.040087333599999996
,,1.4053168848,47,1.485350496,127,1.580730808,40,2.9675880792,0.080029451199999989,2.9675988792,80,1.72751252,0.04204282799999999
,,1.485339696,127,1.5653694672,47,2.72751252,40,3.0476078984,0.08001981919999998,3.0476932584,40,2.8075428888,0.040015483199999993
,,1.485350496,47,1.5653802672,127,2.77751252,40,3.1276408696,0.080032971199999996,3.1277233496,80,2.887565908,0.040015413599999993
,,1.5653694672,87,1.6454580064,47,2.82751252,40,3.2076706408,0.080029771199999988,3.2077531208,80,2.9675988792,0.0400189336
,,1.5653802672,47,1.6454652864,87,2.87751252,40,3.28769046,0.08001981919999998,3.28777582,40,2.9675988792,0.0400189336
