numActiveSessions:vector baselineTestQoS.hostSSH[16].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[16].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[16].tcp.conn-1992 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[16].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[16].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080559448,51,1.080559448,40,1.1644108104,0.083851362399999989,1.1644180904,40,1.1644180904,0.0435111408
0,1,0.080559448,47,1.1644108104,47,1.130559448,40,1.2446308944,0.080220083999999996,1.2446381744,40,1.2446381744,0.040212478400000001
,,1.080559448,87,1.1644180904,87,1.180559448,40,1.3247051456,0.080074251200000001,1.3247159456,80,1.3247159456,0.0400189336
,,1.1644108104,87,1.2446308944,47,1.230559448,40,1.4047185648,0.08001341919999999,1.4047386448,40,1.3247159456,0.0400189336
,,1.1644180904,47,1.2446381744,87,1.280559448,40,1.484755056,0.080036491200000003,1.484765856,80,1.4047386448,0.040025013599999992
,,1.2446308944,127,1.3247051456,47,1.330559448,40,1.5647848272,0.080029771199999988,1.5647956272,80,1.484765856,0.0400189336
,,1.2446381744,47,1.3247159456,127,1.380559448,40,1.6447982464,0.08001341919999999,1.6448183264,40,1.484765856,0.0400189336
,,1.3247051456,87,1.4047185648,47,1.430559448,40,1.725372376,0.080574129599999988,1.7254226,528,1.5647956272,0.0400189336
,,1.3247159456,47,1.4047386448,87,1.480559448,40,2.8054456888,0.080023088800000002,2.8054529688,40,1.5647956272,0.0400189336
,,1.4047185648,127,1.484755056,47,1.530559448,40,2.885468708,0.080023019199999989,2.885475988,40,1.6448183264,0.040025013599999992
,,1.4047386448,47,1.484765856,127,1.580559448,40,2.9654981592,0.080029451199999989,2.9655089592,80,1.7254226,0.04061266799999999
,,1.484755056,127,1.5647848272,47,2.7254226,40,3.0455179784,0.08001981919999998,3.0456033384,40,2.8054529688,0.040015483199999993
,,1.484765856,47,1.5647956272,127,2.7754226,40,3.1255509496,0.080032971199999996,3.1256334296,80,2.885475988,0.040015413599999993
,,1.5647848272,87,1.6447982464,47,2.8254226,40,3.2056188008,0.080067851199999983,3.2056632008,80,2.9655089592,0.0400189336
,,1.5647956272,47,1.6448183264,87,2.8754226,40,3.28563862,0.08001981919999998,3.2856859,40,2.9655089592,0.0400189336
,,1.6447982464,87,1.725372376,47,2.9254226,40,3.3658084552,0.080169835199999983,3.3658586792,528,3.0456033384,0.040096693599999996
,,1.6448183264,47,1.7254226,575,2.9754226,40,4.445881768,0.080023088800000002,4.445889048,40,3.1256334296,0.040097013599999994
,,1.7254226,47,2.8054456888,47,3.0254226,40,4.5259047872,0.080023019199999989,4.5259120672,40,3.1256334296,0.040097013599999994
,,2.7254226,87,2.8054529688,87,3.0754226,40,4.6059342384,0.080029451199999989,4.6059450384,80,3.2056632008,0.040097013599999994
,,2.8054456888,87,2.885468708,47,3.1254226,40,4.6859575776,0.080023339199999987,4.6859648576,40,3.2056632008,0.040097013599999994
,,2.8054529688,47,2.885475988,87,3.1754226,40,4.7659870288,0.080029451199999989,4.7659978288,80,3.2856859,0.0400586136
,,2.885468708,127,2.9654981592,47,3.2254226,40,4.8460168,0.080029771199999988,4.8460276,80,3.3658586792,0.040208373599999999
,,2.885475988,47,2.9655089592,127,4.3658586792,40,4.9260401392,0.080023339199999987,4.9260474192,40,4.445889048,0.040015483199999993
,,2.9654981592,87,3.0455179784,47,4.4158586792,40,,,,,4.5259120672,0.040015413599999993
,,2.9655089592,47,3.0456033384,87,4.4658586792,40,,,,,4.6059450384,0.0400189336
,,3.0455179784,127,3.1255509496,47,4.5158586792,40,,,,,4.6059450384,0.0400189336
,,3.0456033384,47,3.1256334296,127,4.5658586792,40,,,,,4.6859648576,0.040015413599999993
,,3.1255509496,127,3.2056188008,47,4.6158586792,40,,,,,4.7659978288,0.0400189336
,,3.1256334296,47,3.2056632008,127,4.6658586792,40,,,,,4.7659978288,0.0400189336
,,3.2056188008,87,3.28563862,47,4.7158586792,40,,,,,4.8460276,0.0400189336
,,3.2056632008,47,3.2856859,87,4.7658586792,40,,,,,4.8460276,0.0400189336
,,3.28563862,87,3.3658084552,47,4.8158586792,40,,,,,4.9260474192,0.040015413599999993
,,3.2856859,47,3.3658586792,575,4.8658586792,40,,,,,,
,,3.3658586792,47,4.445881768,47,,,,,,,,
,,4.3658586792,87,4.445889048,87,,,,,,,,
,,4.445881768,87,4.5259047872,47,,,,,,,,
,,4.445889048,47,4.5259120672,87,,,,,,,,
,,4.5259047872,127,4.6059342384,47,,,,,,,,
,,4.5259120672,47,4.6059450384,127,,,,,,,,
,,4.6059342384,87,4.6859575776,47,,,,,,,,
,,4.6059450384,47,4.6859648576,87,,,,,,,,
,,4.6859575776,127,4.7659870288,47,,,,,,,,
,,4.6859648576,47,4.7659978288,127,,,,,,,,
,,4.7659870288,127,4.8460168,47,,,,,,,,
,,4.7659978288,47,4.8460276,127,,,,,,,,
,,4.8460168,87,4.9260401392,47,,,,,,,,
,,4.8460276,47,4.9260474192,87,,,,,,,,
,,4.9260401392,87,,,,,,,,,,
,,4.9260474192,47,,,,,,,,,,
