numActiveSessions:vector baselineTestQoS.hostFDO[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[58].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[58].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[58].tcp.conn-1950 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080388088,51,0.080388088,800,0.1713083312,0.0909202432,0.1714398672,1452,0.1714398672,0.046423989599999992
0,1,0.080388088,47,0.1713083312,47,,,,,0.2517127512,1452,0.2517127512,0.126696873599999981
0.1714398672,0,0.080388464,847,0.1714398672,1499,,,,,0.450198552,1452,0.450198552,0.325182674399999925
,,0.1714398672,47,0.2517127512,1499,,,,,0.862409549022,1452,0.862409549022,0.73739367142199996
,,0.1714402432,47,0.450198552,1499,,,,,1.262229469022,1452,1.262229469022,1.137213591421999844
,,0.2517127512,47,0.8497830752,47,,,,,1.662035469022,1452,1.662035469022,1.537019591421999726
,,0.450198552,47,0.862409549022,1499,,,,,2.061613124222,1452,2.061613124222,1.93659724662200005
,,0.862409549022,47,1.262229469022,1499,,,,,2.461400345022,1452,2.461400345022,2.336384467421999557
,,1.262229469022,47,1.662035469022,1499,,,,,2.86106262458,1452,2.86106262458,2.736046746979999597
,,1.662035469022,47,2.061613124222,1499,,,,,3.26089205578,1452,3.26089205578,3.135876178180000182
,,2.061613124222,47,2.461400345022,1499,,,,,3.66058287898,1452,3.66058287898,3.535567001379999562
,,2.461400345022,47,2.86106262458,1499,,,,,4.060265322925,1452,4.060265322925,3.935249445324999742
,,2.86106262458,47,3.26089205578,1499,,,,,4.4600898384,1452,4.4600898384,4.335073960799999052
,,3.26089205578,47,3.66058287898,1499,,,,,4.8597456,1452,4.8597456,4.7347297223999991
,,3.66058287898,47,4.060265322925,1499,,,,,,,,
,,4.060265322925,47,4.4600898384,1499,,,,,,,,
,,4.4600898384,47,4.8597456,1499,,,,,,,,
,,4.8597456,47,,,,,,,,,,
