numActiveSessions:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostVID[7].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[7].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostVID[7].tcp.conn-2599 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostVID[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,363,0,360,1,0,1,51,1.080045368,51,1.1609144104,0.080869042399999979,1.1610459464,0.0408382288
1,1,,,,,,,,,,,1.080045368,47,1.1609144104,47,,,1.2412848304,0.121077112799999997
,,,,,,,,,,,,1.080045744,247,1.1610459464,1499,,,1.997073709022,0.876865991421999831
,,,,,,,,,,,,1.1610459464,47,1.2412848304,1499,,,3.196293629022,2.076085911422000043
,,,,,,,,,,,,1.2412848304,47,1.997073709022,1499,,,4.395459142844,3.275251425243999905
,,,,,,,,,,,,1.997073709022,47,3.196293629022,1499,,,,
,,,,,,,,,,,,3.196293629022,47,4.395459142844,1499,,,,
,,,,,,,,,,,,4.395459142844,47,,,,,,
