numActiveSessions:vector baselineTestQoS.hostFDO[15].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[15].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[15].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[15].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[15].tcp.conn-1907 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[15].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[15].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080212648,51,0.080212648,800,0.1659900912,0.085777443199999997,0.1661216272,1452,0.1661216272,0.04418110959999999
0,1,0.080212648,47,0.1659900912,47,,,,,0.2464325112,1452,0.2464325112,0.124491993599999988
0.1661216272,0,0.080213024,847,0.1661216272,1499,,,,,0.444918312,1452,0.444918312,0.32297779439999996
,,0.1661216272,47,0.2464325112,1499,,,,,0.857133069022,1452,0.857133069022,0.735192551421999903
,,0.1661220032,47,0.444918312,1499,,,,,1.256852989022,1452,1.256852989022,1.134912471422000019
,,0.2464325112,47,0.8444481152,47,,,,,1.656652989022,1452,1.656652989022,1.534712471421999952
,,0.444918312,47,0.857133069022,1499,,,,,2.056318644222,1452,2.056318644222,1.934378126621999696
,,0.857133069022,47,1.256852989022,1499,,,,,2.456011865022,1452,2.456011865022,2.334071347421999387
,,1.256852989022,47,1.656652989022,1499,,,,,2.85577414458,1452,2.85577414458,2.733833626980000082
,,1.656652989022,47,2.056318644222,1499,,,,,3.25559157578,1452,3.25559157578,3.133651058179999882
,,2.056318644222,47,2.456011865022,1499,,,,,3.65518839898,1452,3.65518839898,3.53324788137999944
,,2.456011865022,47,2.85577414458,1499,,,,,4.054970842925,1452,4.054970842925,3.933030325324999392
,,2.85577414458,47,3.25559157578,1499,,,,,4.4548133584,1452,4.4548133584,4.33287284080000033
,,3.25559157578,47,3.65518839898,1499,,,,,4.85450448,1452,4.85450448,4.73256396240000041
,,3.65518839898,47,4.054970842925,1499,,,,,,,,
,,4.054970842925,47,4.4548133584,1499,,,,,,,,
,,4.4548133584,47,4.85450448,1499,,,,,,,,
,,4.85450448,47,,,,,,,,,,
