numActiveSessions:vector baselineTestQoS.hostVID[10].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostVID[10].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[10].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostVID[10].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostVID[10].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[10].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostVID[10].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[10].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostVID[10].tcp.conn-2602 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostVID[10].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,287,0,360,1,0,1,51,1.080057608,51,1.1612854504,0.081227842399999999,1.1614169864,0.041138708799999992
1,1,,,,,,,,,,,1.080057608,47,1.1612854504,47,,,1.2416558704,0.121377592799999988
,,,,,,,,,,,,1.080057984,247,1.1614169864,1499,,,1.997433469022,0.877155191421999931
,,,,,,,,,,,,1.1614169864,47,1.2416558704,1499,,,3.196653389022,2.076375111422000145
,,,,,,,,,,,,1.2416558704,47,1.997433469022,1499,,,4.395818902844,3.275540625244000015
,,,,,,,,,,,,1.997433469022,47,3.196653389022,1499,,,,
,,,,,,,,,,,,3.196653389022,47,4.395818902844,1499,,,,
,,,,,,,,,,,,4.395818902844,47,,,,,,
