numActiveSessions:vector baselineTestQoS.hostLVD[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[41].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[41].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[41].tcp.conn-1803 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,138,0,240,0,0,0,51,0.081053128,51,0.081053128,0.081053128000000001,0.211616444,0.130563315999999984,0.21194798,0.083691988800000005
0,1,,,,,,,,,,,0.081053128,47,0.211616444,47,,,,,0.788822267685,0.66056627648499999
,,,,,,,,,,,,0.081053504,247,0.21194798,1499,,,,,0.794180516,0.665924524799999859
,,,,,,,,,,,,0.21194798,47,0.788822267685,1499,,,,,1.913054085022,1.784798093821999825
,,,,,,,,,,,,0.788822267685,47,0.794180516,1499,,,,,1.918388605822,1.790132614621999785
,,,,,,,,,,,,0.794180516,47,1.913054085022,1499,,,,,1.923738816,1.795482824800000093
,,,,,,,,,,,,1.913054085022,47,1.918388605822,1499,,,,,1.929149908,1.800893916799999765
,,,,,,,,,,,,1.918388605822,47,1.923738816,1499,,,,,3.928358434422,3.8001024432219994
,,,,,,,,,,,,1.923738816,47,1.929149908,1499,,,,,,
,,,,,,,,,,,,1.929149908,47,3.928358434422,1499,,,,,,
,,,,,,,,,,,,3.928358434422,47,3.933723214044,1499,,,,,,
,,,,,,,,,,,,3.933723214044,47,3.939043134044,1499,,,,,,
,,,,,,,,,,,,3.939043134044,47,3.944383116,1499,,,,,,
,,,,,,,,,,,,3.944383116,47,3.949723214044,1499,,,,,,
,,,,,,,,,,,,3.949723214044,47,,,,,,,,
