numActiveSessions:vector baselineTestQoS.hostFDO[48].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[48].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[48].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[48].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[48].tcp.conn-1940 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[48].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[48].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080347288,51,0.080347288,800,0.1700715312,0.089724243199999997,0.1702030672,1452,0.1702030672,0.045902389599999995
0,1,0.080347288,47,0.1700715312,47,,,,,0.2503898712,1452,0.2503898712,0.126089193599999982
0.1702030672,0,0.080347664,847,0.1702030672,1499,,,,,0.448875672,1452,0.448875672,0.324574994399999925
,,0.1702030672,47,0.2503898712,1499,,,,,0.861210349022,1452,0.861210349022,0.736909671422000031
,,0.1702034432,47,0.448875672,1499,,,,,1.261030269022,1452,1.261030269022,1.136729591421999691
,,0.2503898712,47,0.8485454752,47,,,,,1.660616349022,1452,1.660616349022,1.536315671421999868
,,0.448875672,47,0.861210349022,1499,,,,,2.060413924222,1452,2.060413924222,1.936113246621999901
,,0.861210349022,47,1.261030269022,1499,,,,,2.460189145022,1452,2.460189145022,2.335888467421999502
,,1.261030269022,47,1.660616349022,1499,,,,,2.85985142458,1452,2.85985142458,2.73555074697999955
,,1.660616349022,47,2.060413924222,1499,,,,,3.25968085578,1452,3.25968085578,3.135380178180000132
,,2.060413924222,47,2.460189145022,1499,,,,,3.65927167898,1452,3.65927167898,3.53497100137999974
,,2.460189145022,47,2.85985142458,1499,,,,,4.059048122925,1452,4.059048122925,3.934747445324999742
,,2.85985142458,47,3.25968085578,1499,,,,,4.4588906384,1452,4.4588906384,4.3345899607999989
,,3.25968085578,47,3.65927167898,1499,,,,,4.8585404,1452,4.8585404,4.73423972239999989
,,3.65927167898,47,4.059048122925,1499,,,,,,,,
,,4.059048122925,47,4.4588906384,1499,,,,,,,,
,,4.4588906384,47,4.8585404,1499,,,,,,,,
,,4.8585404,47,,,,,,,,,,
