numActiveSessions:vector baselineTestQoS.hostLVD[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[116].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[116].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[116].tcp.conn-1878 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,118,0,240,0,0,0,51,0.0889517776,51,0.0889517776,0.088951777600000003,0.625712963685,0.536761186084999895,0.626044499685,0.419036578885000008
0,1,,,,,,,,,,,0.0889517776,47,0.625712963685,47,,,,,1.591799748222,1.384791827421999682
,,,,,,,,,,,,0.0889521536,247,0.626044499685,1499,,,,,1.597134269022,1.390126348222000091
,,,,,,,,,,,,0.626044499685,47,1.591799748222,1499,,,,,3.553546141244,3.346538220443999717
,,,,,,,,,,,,1.591799748222,47,1.597134269022,1499,,,,,3.558908437822,3.351900517021999965
,,,,,,,,,,,,1.597134269022,47,3.553546141244,1499,,,,,3.564244232,3.357236311199999425
,,,,,,,,,,,,3.553546141244,47,3.558908437822,1499,,,,,3.5696248024,3.36261688160000015
,,,,,,,,,,,,3.558908437822,47,3.564244232,1499,,,,,,
,,,,,,,,,,,,3.564244232,47,3.5696248024,1499,,,,,,
,,,,,,,,,,,,3.5696248024,47,,,,,,,,
