numActiveSessions:vector baselineTestQoS.hostSSH[2].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[2].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[2].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[2].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[2].tcp.conn-1978 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[2].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[2].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
,,1.5646007472,47,1.6446205664,87,2.87472596,40,3.2850251,0.080023339199999987,3.28503238,40,2.9648123192,0.0400189336
,,1.6446132864,87,1.724675736,47,2.92472596,40,3.3650875496,0.080062449600000001,3.3651377736,528,3.0449453384,0.040135333600000003
,,1.6446205664,47,1.72472596,575,2.97472596,40,4.4451608624,0.080023088800000002,4.4451681424,40,3.1249805496,0.040021173600000001
,,1.72472596,47,2.8047490488,47,3.02472596,40,4.5251838816,0.080023019199999989,4.5251911616,40,3.1249805496,0.040021173600000001
,,2.72472596,87,2.8047563288,87,3.07472596,40,4.6052133328,0.080029451199999989,4.6052241328,80,3.2050125608,0.040021173600000001
,,2.8047490488,87,2.884772068,47,3.12472596,40,4.685236672,0.080023339199999987,4.685243952,40,3.2050125608,0.040021173600000001
,,2.8047563288,47,2.884779348,87,3.17472596,40,4.7652661232,0.080029451199999989,4.7652769232,80,3.28503238,0.040015413599999993
,,2.884772068,127,2.9648015192,47,3.22472596,40,4.8452958944,0.080029771199999988,4.8453066944,80,3.3651377736,0.040097787999999995
,,2.884779348,47,2.9648123192,127,4.3651377736,40,4.9253192336,0.080023339199999987,4.9253265136,40,4.4451681424,0.040015483199999993
,,2.9648015192,87,3.0449380584,47,4.4151377736,40,,,,,4.5251911616,0.040015413599999993
,,2.9648123192,47,3.0449453384,87,4.4651377736,40,,,,,4.6052241328,0.0400189336
,,3.0449380584,127,3.1249697496,47,4.5151377736,40,,,,,4.6052241328,0.0400189336
,,3.0449453384,47,3.1249805496,127,4.5651377736,40,,,,,4.685243952,0.040015413599999993
,,3.1249697496,127,3.2050017608,47,4.6151377736,40,,,,,4.7652769232,0.0400189336
,,3.1249805496,47,3.2050125608,127,4.6651377736,40,,,,,4.7652769232,0.0400189336
,,3.2050017608,87,3.2850251,47,4.7151377736,40,,,,,4.8453066944,0.0400189336
,,3.2050125608,47,3.28503238,87,4.7651377736,40,,,,,4.8453066944,0.0400189336
,,3.2850251,87,3.3650875496,47,4.8151377736,40,,,,,4.9253265136,0.040015413599999993
,,3.28503238,47,3.3651377736,575,4.8651377736,40,,,,,,
,,3.3651377736,47,4.4451608624,47,,,,,,,,
,,4.3651377736,87,4.4451681424,87,,,,,,,,
,,4.4451608624,87,4.5251838816,47,,,,,,,,
,,4.4451681424,47,4.5251911616,87,,,,,,,,
,,4.5251838816,127,4.6052133328,47,,,,,,,,
,,4.5251911616,47,4.6052241328,127,,,,,,,,
,,4.6052133328,87,4.685236672,47,,,,,,,,
,,4.6052241328,47,4.685243952,87,,,,,,,,
,,4.685236672,127,4.7652661232,47,,,,,,,,
,,4.685243952,47,4.7652769232,127,,,,,,,,
,,4.7652661232,127,4.8452958944,47,,,,,,,,
,,4.7652769232,47,4.8453066944,127,,,,,,,,
,,4.8452958944,87,4.9253192336,47,,,,,,,,
,,4.8453066944,47,4.9253265136,87,,,,,,,,
,,4.9253192336,87,,,,,,,,,,
,,4.9253265136,47,,,,,,,,,,
