numActiveSessions:vector baselineTestQoS.hostSSH[144].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[144].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[144].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[144].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[144].tcp.conn-2120 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[144].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[144].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.0942700976,51,1.0942700976,40,2.541131773022,1.446861675421999828,2.541255213022,40,2.541255213022,1.406877189822000045
0,1,0.0942700976,47,2.541131773022,47,1.1442700976,40,4.6874856576,2.146353884577999687,4.6876890016,888,4.6876890016,2.104598614977999376
,,1.0942700976,87,2.541255213022,87,1.1942700976,40,,,,,4.6876890016,2.104598614977999376
,,2.541131773022,447,4.6874856576,47,1.2442700976,40,,,,,4.6876890016,2.104598614977999376
,,2.541255213022,47,4.6876890016,935,1.2942700976,40,,,,,4.6876890016,2.104598614977999376
,,4.6876890016,47,,,1.3442700976,40,,,,,4.6876890016,2.104598614977999376
,,,,,,1.3942700976,40,,,,,4.6876890016,2.104598614977999376
,,,,,,1.4442700976,40,,,,,4.6876890016,2.104598614977999376
,,,,,,1.4942700976,40,,,,,4.6876890016,2.104598614977999376
,,,,,,1.5442700976,40,,,,,4.6876890016,2.104598614977999376
,,,,,,1.5942700976,40,,,,,4.6876890016,2.104598614977999376
