numActiveSessions:vector baselineTestQoS.hostFDO[4].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[4].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[4].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[4].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[4].tcp.conn-1896 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[4].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[4].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080167768,51,0.080167768,800,0.1646296112,0.084461843199999997,0.1647611472,1452,0.1647611472,0.043607349599999997
0,1,0.080167768,47,0.1646296112,47,,,,,0.2451133912,1452,0.2451133912,0.1239595936
0.1647611472,0,0.080168144,847,0.1647611472,1499,,,,,0.443475512,1452,0.443475512,0.322321714400000013
,,0.1647611472,47,0.2451133912,1499,,,,,0.855713949022,1452,0.855713949022,0.734560151421999926
,,0.1647615232,47,0.443475512,1499,,,,,1.255433869022,1452,1.255433869022,1.13428007142199982
,,0.2451133912,47,0.8431067552,47,,,,,1.655213949022,1452,1.655213949022,1.53406015142200002
,,0.443475512,47,0.855713949022,1499,,,,,2.054899524222,1452,2.054899524222,1.93374572662199994
,,0.855713949022,47,1.255433869022,1499,,,,,2.454692745022,1452,2.454692745022,2.333538947421999402
,,1.255433869022,47,1.655213949022,1499,,,,,2.85444902458,1452,2.85444902458,2.73329522698000015
,,1.655213949022,47,2.054899524222,1499,,,,,3.25427245578,1452,3.25427245578,3.13311865817999989
,,2.054899524222,47,2.454692745022,1499,,,,,3.6538632864,1452,3.6538632864,3.532709488800000112
,,2.454692745022,47,2.85444902458,1499,,,,,4.053651722925,1452,4.053651722925,3.932497925324999405
,,2.85444902458,47,3.25427245578,1499,,,,,4.4534942384,1452,4.4534942384,4.332340440799999455
,,3.25427245578,47,3.6538632864,1499,,,,,4.85317936,1452,4.85317936,4.7320255623999987
,,3.6538632864,47,4.053651722925,1499,,,,,,,,
,,4.053651722925,47,4.4534942384,1499,,,,,,,,
,,4.4534942384,47,4.85317936,1499,,,,,,,,
,,4.85317936,47,,,,,,,,,,
