rxPkOk:vector(packetBytes) baselineTestQoS.router0.ppp[1].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.router0.ppp[1].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
1.000000508,51,1.0800163,51
1.080017284,47,1.1600481744,47
1.08001926,247,1.1601680944,1499
1.1601806624,47,1.2404069784,1499
1.2404195464,47,1.996222177022,1499
1.996234745022,47,3.195442097022,1499
3.195454665022,47,4.394607610844,1499
4.394620178844,47,,
