numActiveSessions:vector baselineTestQoS.hostSSH[102].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[102].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[102].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[102].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[102].tcp.conn-2078 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[102].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[102].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080910328,51,1.080910328,40,1.1653327304,0.084422402399999984,1.1653400104,40,1.1653400104,0.043834500799999995
0,1,0.080910328,47,1.1653327304,47,1.130910328,40,1.2455528144,0.080220083999999996,1.2455600944,40,1.2455600944,0.040212478400000001
,,1.080910328,87,1.1653400104,87,1.180910328,40,1.3259022656,0.080349451200000004,1.3259130656,80,1.3259130656,0.0400189336
,,1.1653327304,87,1.2455528144,47,1.230910328,40,1.4059220848,0.08001981919999998,1.4059293648,40,1.3259130656,0.0400189336
,,1.1653400104,47,1.2455600944,87,1.280910328,40,1.485952176,0.080030091199999986,1.485962976,80,1.4059293648,0.040018613600000002
,,1.2455528144,127,1.3259022656,47,1.330910328,40,1.5659819472,0.080029771199999988,1.5659927472,80,1.485962976,0.0400189336
,,1.2455600944,47,1.3259130656,127,1.380910328,40,1.6460017664,0.08001981919999998,1.6460090464,40,1.485962976,0.0400189336
,,1.3259022656,87,1.4059220848,47,1.430910328,40,1.729651736,0.083649969599999984,1.72970196,528,1.5659927472,0.0400189336
,,1.3259130656,47,1.4059293648,87,1.480910328,40,2.8097640888,0.080062128799999992,2.8097713688,40,1.5659927472,0.0400189336
,,1.4059220848,127,1.485952176,47,1.530910328,40,2.889787108,0.080023019199999989,2.889794388,40,1.6460090464,0.040018613600000002
,,1.4059293648,47,1.485962976,127,1.580910328,40,2.9698133592,0.080026251199999981,2.9698241592,80,1.72970196,0.043688508
,,1.485952176,127,1.5659819472,47,2.72970196,40,3.0498363784,0.080023019199999989,3.0498436584,40,2.8097713688,0.040011723200000001
,,1.485962976,47,1.5659927472,127,2.77970196,40,3.1298661496,0.080029771199999988,3.1298769496,80,2.889794388,0.040015413599999993
,,1.5659819472,87,1.6460017664,47,2.82970196,40,3.2098959208,0.080029771199999988,3.2099067208,80,2.9698241592,0.0400189336
,,1.5659927472,47,1.6460090464,87,2.87970196,40,3.28991894,0.080023019199999989,3.28992622,40,2.9698241592,0.0400189336
,,1.6460017664,87,1.729651736,47,2.92970196,40,3.3702137352,0.08029479519999999,3.3702639592,528,3.0498436584,0.040018613600000002
,,1.6460090464,47,1.72970196,575,2.97970196,40,4.450326088,0.080062128799999992,4.450333368,40,3.1298769496,0.04002533359999999
