numActiveSessions:vector baselineTestQoS.hostSSH[18].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[18].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[18].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[18].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[18].tcp.conn-1994 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[18].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[18].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080567608,51,1.080567608,40,1.1644322504,0.083864642399999994,1.1644395304,40,1.1644395304,0.043518660799999997
0,1,0.080567608,47,1.1644322504,47,1.130567608,40,1.2446523344,0.080220083999999996,1.2446596144,40,1.2446596144,0.040212478400000001
,,1.080567608,87,1.1644395304,87,1.180567608,40,1.3247329856,0.080080651199999991,1.3247437856,80,1.3247437856,0.0400189336
,,1.1644322504,87,1.2446523344,47,1.230567608,40,1.4047528048,0.08001981919999998,1.4047600848,40,1.3247437856,0.0400189336
,,1.1644395304,47,1.2446596144,87,1.280567608,40,1.484782896,0.080030091199999986,1.484793696,80,1.4047600848,0.040018613600000002
,,1.2446523344,127,1.3247329856,47,1.330567608,40,1.5648126672,0.080029771199999988,1.5648234672,80,1.484793696,0.0400189336
,,1.2446596144,47,1.3247437856,127,1.380567608,40,1.6448324864,0.08001981919999998,1.6448397664,40,1.484793696,0.0400189336
,,1.3247329856,87,1.4047528048,47,1.430567608,40,1.725471896,0.080639409599999989,1.72552212,528,1.5648234672,0.0400189336
,,1.3247437856,47,1.4047600848,87,1.480567608,40,2.8055452088,0.080023088800000002,2.8055524888,40,1.5648234672,0.0400189336
,,1.4047528048,127,1.484782896,47,1.530567608,40,2.885568228,0.080023019199999989,2.885575508,40,1.6448397664,0.040018613600000002
,,1.4047600848,47,1.484793696,127,1.580567608,40,2.9655976792,0.080029451199999989,2.9656084792,80,1.72552212,0.040677947999999991
,,1.484782896,127,1.5648126672,47,2.72552212,40,3.0456174984,0.08001981919999998,3.0457028584,40,2.8055524888,0.040015483199999993
,,1.484793696,47,1.5648234672,127,2.77552212,40,3.1256504696,0.080032971199999996,3.1257329496,80,2.885575508,0.040015413599999993
,,1.5648126672,87,1.6448324864,47,2.82552212,40,3.2056802408,0.080029771199999988,3.2057627208,80,2.9656084792,0.0400189336
,,1.5648234672,47,1.6448397664,87,2.87552212,40,3.28570006,0.08001981919999998,3.28589838,40,2.9656084792,0.0400189336
,,1.6448324864,87,1.725471896,47,2.92552212,40,3.3659079752,0.080207915199999979,3.3659581992,528,3.0457028584,0.040096693599999996
,,1.6448397664,47,1.72552212,575,2.97552212,40,4.445981288,0.080023088800000002,4.445988568,40,3.1257329496,0.040097013599999994
,,1.72552212,47,2.8055452088,47,3.02552212,40,4.5260043072,0.080023019199999989,4.5260115872,40,3.1257329496,0.040097013599999994
,,2.72552212,87,2.8055524888,87,3.07552212,40,4.6060337584,0.080029451199999989,4.6060445584,80,3.2057627208,0.040097013599999994
,,2.8055452088,87,2.885568228,47,3.12552212,40,4.6860570976,0.080023339199999987,4.6860643776,40,3.2057627208,0.040097013599999994
,,2.8055524888,47,2.885575508,87,3.17552212,40,4.7660865488,0.080029451199999989,4.7660973488,80,3.28589838,0.040209653599999991
,,2.885568228,127,2.9655976792,47,3.22552212,40,4.84611632,0.080029771199999988,4.84612712,80,3.3659581992,0.040246453599999995
,,2.885575508,47,2.9656084792,127,4.3659581992,40,4.9261396592,0.080023339199999987,4.9261469392,40,4.445988568,0.040015483199999993
,,2.9655976792,87,3.0456174984,47,4.4159581992,40,,,,,4.5260115872,0.040015413599999993
,,2.9656084792,47,3.0457028584,87,4.4659581992,40,,,,,4.6060445584,0.0400189336
,,3.0456174984,127,3.1256504696,47,4.5159581992,40,,,,,4.6060445584,0.0400189336
,,3.0457028584,47,3.1257329496,127,4.5659581992,40,,,,,4.6860643776,0.040015413599999993
,,3.1256504696,127,3.2056802408,47,4.6159581992,40,,,,,4.7660973488,0.0400189336
,,3.1257329496,47,3.2057627208,127,4.6659581992,40,,,,,4.7660973488,0.0400189336
,,3.2056802408,87,3.28570006,47,4.7159581992,40,,,,,4.84612712,0.0400189336
,,3.2057627208,47,3.28589838,87,4.7659581992,40,,,,,4.84612712,0.0400189336
,,3.28570006,87,3.3659079752,47,4.8159581992,40,,,,,4.9261469392,0.040015413599999993
,,3.28589838,47,3.3659581992,575,4.8659581992,40,,,,,,
,,3.3659581992,47,4.445981288,47,,,,,,,,
,,4.3659581992,87,4.445988568,87,,,,,,,,
,,4.445981288,87,4.5260043072,47,,,,,,,,
,,4.445988568,47,4.5260115872,87,,,,,,,,
,,4.5260043072,127,4.6060337584,47,,,,,,,,
,,4.5260115872,47,4.6060445584,127,,,,,,,,
,,4.6060337584,87,4.6860570976,47,,,,,,,,
,,4.6060445584,47,4.6860643776,87,,,,,,,,
,,4.6860570976,127,4.7660865488,47,,,,,,,,
,,4.6860643776,47,4.7660973488,127,,,,,,,,
,,4.7660865488,127,4.84611632,47,,,,,,,,
,,4.7660973488,47,4.84612712,127,,,,,,,,
,,4.84611632,87,4.9261396592,47,,,,,,,,
,,4.84612712,47,4.9261469392,87,,,,,,,,
,,4.9261396592,87,,,,,,,,,,
,,4.9261469392,47,,,,,,,,,,
