numActiveSessions:vector baselineTestQoS.hostLVD[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[43].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[43].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[43].tcp.conn-1805 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,88,0,240,0,0,0,51,0.081061288,51,0.081061288,0.08106128799999998,0.222651644,0.141590355999999972,0.22298318,0.092580332799999997
0,1,,,,,,,,,,,0.081061288,47,0.222651644,47,,,,,0.810164430613,0.679761583412999966
,,,,,,,,,,,,0.081061664,247,0.22298318,1499,,,,,0.815573153022,0.685170305822
,,,,,,,,,,,,0.22298318,47,0.810164430613,1499,,,,,1.9558699976,1.825467150399999731
,,,,,,,,,,,,0.810164430613,47,0.815573153022,1499,,,,,1.961215200222,1.830812353021999952
,,,,,,,,,,,,0.815573153022,47,1.9558699976,1499,,,,,1.966535120222,1.836132273021999766
,,,,,,,,,,,,1.9558699976,47,1.961215200222,1499,,,,,1.971956239422,1.841553392221999977
,,,,,,,,,,,,1.961215200222,47,1.966535120222,1499,,,,,,
,,,,,,,,,,,,1.966535120222,47,1.971956239422,1499,,,,,,
,,,,,,,,,,,,1.971956239422,47,3.976543134044,1499,,,,,,
,,,,,,,,,,,,3.976543134044,47,3.9818196016,1499,,,,,,
,,,,,,,,,,,,3.9818196016,47,3.987219550422,1499,,,,,,
,,,,,,,,,,,,3.987219550422,47,3.992523214044,1499,,,,,,
,,,,,,,,,,,,3.992523214044,47,,,,,,,,
