numActiveSessions:vector baselineTestQoS.hostSSH[28].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[28].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[28].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[28].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[28].tcp.conn-2004 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[28].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[28].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080608408,51,1.080608408,40,1.1645394504,0.083931042399999988,1.1645467304,40,1.1645467304,0.043556260799999996
0,1,0.080608408,47,1.1645394504,47,1.130608408,40,1.2447595344,0.080220083999999996,1.2447668144,40,1.2447668144,0.040212478400000001
,,1.080608408,87,1.1645467304,87,1.180608408,40,1.3248721856,0.080112651199999995,1.3248829856,80,1.3248829856,0.0400189336
,,1.1645394504,87,1.2447595344,47,1.230608408,40,1.4048856048,0.08001341919999999,1.4049056848,40,1.3248829856,0.0400189336
,,1.1645467304,47,1.2447668144,87,1.280608408,40,1.484922096,0.080036491200000003,1.484932896,80,1.4049056848,0.040025013599999992
,,1.2447595344,127,1.3248721856,47,1.330608408,40,1.5649518672,0.080029771199999988,1.5649626672,80,1.484932896,0.0400189336
,,1.2447668144,47,1.3248829856,127,1.380608408,40,1.6449652864,0.08001341919999999,1.6449853664,40,1.484932896,0.0400189336
,,1.3248721856,87,1.4048856048,47,1.430608408,40,1.725969496,0.081004209599999987,1.72601972,528,1.5649626672,0.0400189336
,,1.3248829856,47,1.4049056848,87,1.480608408,40,2.8060428088,0.080023088800000002,2.8060500888,40,1.5649626672,0.0400189336
,,1.4048856048,127,1.484922096,47,1.530608408,40,2.886065828,0.080023019199999989,2.886073108,40,1.6449853664,0.040025013599999992
,,1.4049056848,47,1.484932896,127,1.580608408,40,2.9660952792,0.080029451199999989,2.9661060792,80,1.72601972,0.041042747999999989
,,1.484922096,127,1.5649518672,47,2.72601972,40,3.0461150984,0.08001981919999998,3.0462004584,40,2.8060500888,0.040015483199999993
,,1.484932896,47,1.5649626672,127,2.77601972,40,3.1261480696,0.080032971199999996,3.1262305496,80,2.886073108,0.040015413599999993
,,1.5649518672,87,1.6449652864,47,2.82601972,40,3.2061778408,0.080029771199999988,3.2062603208,80,2.9661060792,0.0400189336
