numActiveSessions:vector baselineTestQoS.hostSSH[109].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[109].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[109].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[109].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[109].tcp.conn-2085 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[109].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[109].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080938888,51,1.080938888,40,1.1654077704,0.0844688824,1.1654150504,40,1.1654150504,0.043860820799999991
0,1,0.080938888,47,1.1654077704,47,1.130938888,40,1.2456278544,0.080220083999999996,1.2456351344,40,1.2456351344,0.040212478400000001
,,1.080938888,87,1.1654150504,87,1.180938888,40,1.3259997056,0.080371851199999982,1.3260105056,80,1.3260105056,0.0400189336
,,1.1654077704,87,1.2456278544,47,1.230938888,40,1.4060227248,0.080023019199999989,1.4060300048,40,1.3260105056,0.0400189336
,,1.1654150504,47,1.2456351344,87,1.280938888,40,1.486049616,0.080026891200000005,1.486060416,80,1.4060300048,0.040018613600000002
,,1.2456278544,127,1.3259997056,47,1.330938888,40,1.5660793872,0.080029771199999988,1.5660901872,80,1.486060416,0.0400189336
,,1.2456351344,47,1.3260105056,127,1.380938888,40,1.6461024064,0.080023019199999989,1.6461096864,40,1.486060416,0.0400189336
,,1.3259997056,87,1.4060227248,47,1.430938888,40,1.730000056,0.083897649599999984,1.73005028,528,1.5660901872,0.0400189336
,,1.3260105056,47,1.4060300048,87,1.480938888,40,2.8100733688,0.080023088800000002,2.8100806488,40,1.5660901872,0.0400189336
,,1.4060227248,127,1.486049616,47,1.530938888,40,2.890096388,0.080023019199999989,2.890103668,40,1.6461096864,0.040018613600000002
,,1.4060300048,47,1.486060416,127,1.580938888,40,2.9701258392,0.080029451199999989,2.9701366392,80,1.73005028,0.043936188
,,1.486049616,127,1.5660793872,47,2.73005028,40,3.0501456584,0.08001981919999998,3.0503439784,40,2.8100806488,0.040015483199999993
