rxPkOk:vector(packetBytes) baselineTestQoS.router0.ppp[3].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.router0.ppp[3].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
1.000000508,51,1.08002446,51
1.080025444,47,1.1602955344,47
1.08002742,247,1.1604154544,1499
1.1604280224,47,1.2406543384,1499
1.2406669064,47,1.996462017022,1499
1.996474585022,47,3.195681937022,1499
3.195694505022,47,4.394847450844,1499
4.394860018844,47,,
