numActiveSessions:vector baselineTestQoS.hostLVD[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[113].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[113].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[113].tcp.conn-1875 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,118,0,240,0,0,0,51,0.0884395376,51,0.0884395376,0.088439537600000006,0.609187424,0.520747886399999912,0.60941896,0.405526719199999939
0,1,,,,,,,,,,,0.0884395376,47,0.609187424,47,,,,,1.559723178622,1.355830937821999697
,,,,,,,,,,,,0.0884399136,247,0.60941896,1499,,,,,1.5664994832,1.362607242399999746
,,,,,,,,,,,,0.60941896,47,1.559723178622,1499,,,,,3.4892859184,3.285393677600000107
,,,,,,,,,,,,1.559723178622,47,1.5664994832,1499,,,,,3.49471302938,3.29082078857999959
,,,,,,,,,,,,1.5664994832,47,3.4892859184,1499,,,,,3.49999070858,3.296098467779999362
,,,,,,,,,,,,3.4892859184,47,3.49471302938,1499,,,,,3.50537369978,3.301481458979999657
,,,,,,,,,,,,3.49471302938,47,3.49999070858,1499,,,,,,
,,,,,,,,,,,,3.49999070858,47,3.50537369978,1499,,,,,,
,,,,,,,,,,,,3.50537369978,47,,,,,,,,
