numActiveSessions:vector baselineTestQoS.hostSSH[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[7].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[7].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[7].tcp.conn-1983 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080522728,51,1.080522728,40,1.1643143304,0.083791602399999997,1.1643216104,40,1.1643216104,0.043477300799999993
0,1,0.080522728,47,1.1643143304,47,1.130522728,40,1.2445344144,0.080220083999999996,1.2445416944,40,1.2445416944,0.040212478400000001
,,1.080522728,87,1.1643216104,87,1.180522728,40,1.3245798656,0.080045451200000005,1.3245906656,80,1.3245906656,0.0400189336
,,1.1643143304,87,1.2445344144,47,1.230522728,40,1.4045964848,0.080016619199999999,1.4046037648,40,1.3245906656,0.0400189336
,,1.1643216104,47,1.2445416944,87,1.280522728,40,1.484629776,0.080033291199999994,1.484640576,80,1.4046037648,0.040012213599999998
,,1.2445344144,127,1.3245798656,47,1.330522728,40,1.5646595472,0.080029771199999988,1.5646703472,80,1.484640576,0.0400189336
,,1.2445416944,47,1.3245906656,127,1.380522728,40,1.6446761664,0.080016619199999999,1.6446834464,40,1.484640576,0.0400189336
,,1.3245798656,87,1.4045964848,47,1.430522728,40,1.724924536,0.080248369599999979,1.72497476,528,1.5646703472,0.0400189336
,,1.3245906656,47,1.4046037648,87,1.480522728,40,2.8050368888,0.080062128799999992,2.8050441688,40,1.5646703472,0.0400189336
,,1.4045964848,127,1.484629776,47,1.530522728,40,2.885059908,0.080023019199999989,2.885067188,40,1.6446834464,0.040012213599999998
,,1.4046037648,47,1.484640576,127,1.580522728,40,2.9650861592,0.080026251199999981,2.9650969592,80,1.72497476,0.040286907999999996
,,1.484629776,127,1.5646595472,47,2.72497476,40,3.0451091784,0.080023019199999989,3.0451164584,40,2.8050441688,0.040011723200000001
,,1.484640576,47,1.5646703472,127,2.77497476,40,3.1252487096,0.080139531200000002,3.1252595096,80,2.885067188,0.040015413599999993
,,1.5646595472,87,1.6446761664,47,2.82497476,40,3.2052755368,0.080026827199999983,3.2052863368,80,2.9650969592,0.0400189336
,,1.5646703472,47,1.6446834464,87,2.87497476,40,3.285298556,0.080023019199999989,3.285305836,40,2.9650969592,0.0400189336
,,1.6446761664,87,1.724924536,47,2.92497476,40,3.3653606152,0.080062059199999979,3.3654108392,528,3.0451164584,0.040018613600000002
,,1.6446834464,47,1.72497476,575,2.97497476,40,4.445472968,0.080062128799999992,4.445480248,40,3.1252595096,0.04013509359999999
,,1.72497476,47,2.8050368888,47,3.02497476,40,4.5254959872,0.080023019199999989,4.5255032672,40,3.1252595096,0.04013509359999999
,,2.72497476,87,2.8050441688,87,3.07497476,40,4.6055222384,0.080026251199999981,4.6055330384,80,3.2052863368,0.04002533359999999
,,2.8050368888,87,2.885059908,47,3.12497476,40,4.6855487776,0.080026539199999996,4.6855560576,40,3.2052863368,0.04002533359999999
,,2.8050441688,47,2.885067188,87,3.17497476,40,4.7655750288,0.080026251199999981,4.7655858288,80,3.285305836,0.040018613600000002
,,2.885059908,127,2.9650861592,47,3.22497476,40,4.8456048,0.080029771199999988,4.8456156,80,3.3654108392,0.040100597599999995
,,2.885067188,47,2.9650969592,127,4.3654108392,40,4.9256313392,0.080026539199999996,4.9256386192,40,4.445480248,0.040011723200000001
,,2.9650861592,87,3.0451091784,47,4.4154108392,40,,,,,4.5255032672,0.040015413599999993
,,2.9650969592,47,3.0451164584,87,4.4654108392,40,,,,,4.6055330384,0.0400189336
,,3.0451091784,127,3.1252487096,47,4.5154108392,40,,,,,4.6055330384,0.0400189336
,,3.0451164584,47,3.1252595096,127,4.5654108392,40,,,,,4.6855560576,0.040015413599999993
,,3.1252487096,127,3.2052755368,47,4.6154108392,40,,,,,4.7655858288,0.0400189336
,,3.1252595096,47,3.2052863368,127,4.6654108392,40,,,,,4.7655858288,0.0400189336
,,3.2052755368,87,3.285298556,47,4.7154108392,40,,,,,4.8456156,0.0400189336
,,3.2052863368,47,3.285305836,87,4.7654108392,40,,,,,4.8456156,0.0400189336
,,3.285298556,87,3.3653606152,47,4.8154108392,40,,,,,4.9256386192,0.040015413599999993
,,3.285305836,47,3.3654108392,575,4.8654108392,40,,,,,,
,,3.3654108392,47,4.445472968,47,,,,,,,,
,,4.3654108392,87,4.445480248,87,,,,,,,,
,,4.445472968,87,4.5254959872,47,,,,,,,,
,,4.445480248,47,4.5255032672,87,,,,,,,,
,,4.5254959872,127,4.6055222384,47,,,,,,,,
,,4.5255032672,47,4.6055330384,127,,,,,,,,
,,4.6055222384,87,4.6855487776,47,,,,,,,,
,,4.6055330384,47,4.6855560576,87,,,,,,,,
,,4.6855487776,127,4.7655750288,47,,,,,,,,
,,4.6855560576,47,4.7655858288,127,,,,,,,,
,,4.7655750288,127,4.8456048,47,,,,,,,,
,,4.7655858288,47,4.8456156,127,,,,,,,,
,,4.8456048,87,4.9256313392,47,,,,,,,,
,,4.8456156,47,4.9256386192,87,,,,,,,,
,,4.9256313392,87,,,,,,,,,,
,,4.9256386192,47,,,,,,,,,,
