numActiveSessions:vector baselineTestQoS.hostSSH[147].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[147].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[147].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[147].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[147].tcp.conn-2123 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[147].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[147].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.0947823376,51,1.0947823376,40,2.542570813022,1.447788475422000057,2.542694253022,40,2.542694253022,1.40780398982199983
0,1,0.0947823376,47,2.542570813022,47,1.1447823376,40,4.697958388077,2.155387575054999328,4.698240292077,888,4.698240292077,2.109795985454999457
,,1.0947823376,87,2.542694253022,87,1.1947823376,40,,,,,4.698240292077,2.109795985454999457
,,2.542570813022,447,4.697958388077,47,1.2447823376,40,,,,,4.698240292077,2.109795985454999457
,,2.542694253022,47,4.698240292077,935,1.2947823376,40,,,,,4.698240292077,2.109795985454999457
,,4.698240292077,47,,,1.3447823376,40,,,,,4.698240292077,2.109795985454999457
,,,,,,1.3947823376,40,,,,,4.698240292077,2.109795985454999457
,,,,,,1.4447823376,40,,,,,4.698240292077,2.109795985454999457
,,,,,,1.4947823376,40,,,,,4.698240292077,2.109795985454999457
,,,,,,1.5447823376,40,,,,,4.698240292077,2.109795985454999457
,,,,,,1.5947823376,40,,,,,4.698240292077,2.109795985454999457
