numActiveSessions:vector baselineTestQoS.hostSSH[22].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[22].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[22].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[22].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[22].tcp.conn-1998 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[22].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[22].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080583928,51,1.080583928,40,1.1644751304,0.083891202400000002,1.1644824104,40,1.1644824104,0.043533700799999991
0,1,0.080583928,47,1.1644751304,47,1.130583928,40,1.2446952144,0.080220083999999996,1.2447024944,40,1.2447024944,0.040212478400000001
,,1.080583928,87,1.1644824104,87,1.180583928,40,1.3247886656,0.080093451199999998,1.3247994656,80,1.3247994656,0.0400189336
,,1.1644751304,87,1.2446952144,47,1.230583928,40,1.4048084848,0.08001981919999998,1.4048157648,40,1.3247994656,0.0400189336
,,1.1644824104,47,1.2447024944,87,1.280583928,40,1.484838576,0.080030091199999986,1.484849376,80,1.4048157648,0.040018613600000002
,,1.2446952144,127,1.3247886656,47,1.330583928,40,1.5648683472,0.080029771199999988,1.5648791472,80,1.484849376,0.0400189336
,,1.2447024944,47,1.3247994656,127,1.380583928,40,1.6448881664,0.08001981919999998,1.6448954464,40,1.484849376,0.0400189336
,,1.3247886656,87,1.4048084848,47,1.430583928,40,1.725670936,0.080782769599999998,1.72572116,528,1.5648791472,0.0400189336
,,1.3247994656,47,1.4048157648,87,1.480583928,40,2.8057442488,0.080023088800000002,2.8057515288,40,1.5648791472,0.0400189336
,,1.4048084848,127,1.484838576,47,1.530583928,40,2.885767268,0.080023019199999989,2.885774548,40,1.6448954464,0.040018613600000002
,,1.4048157648,47,1.484849376,127,1.580583928,40,2.9657967192,0.080029451199999989,2.9658075192,80,1.72572116,0.040821308
,,1.484838576,127,1.5648683472,47,2.72572116,40,3.0458165384,0.08001981919999998,3.0459018984,40,2.8057515288,0.040015483199999993
,,1.484849376,47,1.5648791472,127,2.77572116,40,3.1258495096,0.080032971199999996,3.1259319896,80,2.885774548,0.040015413599999993
,,1.5648683472,87,1.6448881664,47,2.82572116,40,3.2058792808,0.080029771199999988,3.2059617608,80,2.9658075192,0.0400189336
,,1.5648791472,47,1.6448954464,87,2.87572116,40,3.28593398,0.080054699199999995,3.28598446,40,2.9658075192,0.0400189336
,,1.6448881664,87,1.725670936,47,2.92572116,40,3.3661070152,0.080173035199999992,3.3661572392,528,3.0459018984,0.040096693599999996
,,1.6448954464,47,1.72572116,575,2.97572116,40,4.446180328,0.080023088800000002,4.446187608,40,3.1259319896,0.040097013599999994
,,1.72572116,47,2.8057442488,47,3.02572116,40,4.5262033472,0.080023019199999989,4.5262106272,40,3.1259319896,0.040097013599999994
,,2.72572116,87,2.8057515288,87,3.07572116,40,4.6062327984,0.080029451199999989,4.6062435984,80,3.2059617608,0.040097013599999994
,,2.8057442488,87,2.885767268,47,3.12572116,40,4.6862561376,0.080023339199999987,4.6862634176,40,3.2059617608,0.040097013599999994
,,2.8057515288,47,2.885774548,87,3.17572116,40,4.7662855888,0.080029451199999989,4.7662963888,80,3.28598446,0.040096693599999996
,,2.885767268,127,2.9657967192,47,3.22572116,40,4.84631536,0.080029771199999988,4.84632616,80,3.3661572392,0.040211573599999994
,,2.885774548,47,2.9658075192,127,4.3661572392,40,4.9263386992,0.080023339199999987,4.9263459792,40,4.446187608,0.040015483199999993
,,2.9657967192,87,3.0458165384,47,4.4161572392,40,,,,,4.5262106272,0.040015413599999993
,,2.9658075192,47,3.0459018984,87,4.4661572392,40,,,,,4.6062435984,0.0400189336
,,3.0458165384,127,3.1258495096,47,4.5161572392,40,,,,,4.6062435984,0.0400189336
,,3.0459018984,47,3.1259319896,127,4.5661572392,40,,,,,4.6862634176,0.040015413599999993
,,3.1258495096,127,3.2058792808,47,4.6161572392,40,,,,,4.7662963888,0.0400189336
,,3.1259319896,47,3.2059617608,127,4.6661572392,40,,,,,4.7662963888,0.0400189336
,,3.2058792808,87,3.28593398,47,4.7161572392,40,,,,,4.84632616,0.0400189336
,,3.2059617608,47,3.28598446,87,4.7661572392,40,,,,,4.84632616,0.0400189336
,,3.28593398,87,3.3661070152,47,4.8161572392,40,,,,,4.9263459792,0.040015413599999993
,,3.28598446,47,3.3661572392,575,4.8661572392,40,,,,,,
,,3.3661572392,47,4.446180328,47,,,,,,,,
,,4.3661572392,87,4.446187608,87,,,,,,,,
,,4.446180328,87,4.5262033472,47,,,,,,,,
,,4.446187608,47,4.5262106272,87,,,,,,,,
,,4.5262033472,127,4.6062327984,47,,,,,,,,
,,4.5262106272,47,4.6062435984,127,,,,,,,,
,,4.6062327984,87,4.6862561376,47,,,,,,,,
,,4.6062435984,47,4.6862634176,87,,,,,,,,
,,4.6862561376,127,4.7662855888,47,,,,,,,,
,,4.6862634176,47,4.7662963888,127,,,,,,,,
,,4.7662855888,127,4.84631536,47,,,,,,,,
,,4.7662963888,47,4.84632616,127,,,,,,,,
,,4.84631536,87,4.9263386992,47,,,,,,,,
,,4.84632616,47,4.9263459792,87,,,,,,,,
,,4.9263386992,87,,,,,,,,,,
,,4.9263459792,47,,,,,,,,,,
