numActiveSessions:vector baselineTestQoS.hostSSH[4].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[4].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[4].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[4].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[4].tcp.conn-1980 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[4].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[4].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080510488,51,1.080510488,40,1.1642821704,0.083771682399999991,1.1642894504,40,1.1642894504,0.04346602079999999
0,1,0.080510488,47,1.1642821704,47,1.130510488,40,1.2445022544,0.080220083999999996,1.2445095344,40,1.2445095344,0.040212478400000001
,,1.080510488,87,1.1642894504,87,1.180510488,40,1.3245381056,0.080035851199999979,1.3245489056,80,1.3245489056,0.0400189336
,,1.1642821704,87,1.2445022544,47,1.230510488,40,1.4045550448,0.080016939199999997,1.4045716048,40,1.3245489056,0.0400189336
,,1.1642894504,47,1.2445095344,87,1.280510488,40,1.484588016,0.080032971199999996,1.484598816,80,1.4045716048,0.040024693599999994
,,1.2445022544,127,1.3245381056,47,1.330510488,40,1.5646177872,0.080029771199999988,1.5646285872,80,1.484598816,0.0400189336
,,1.2445095344,47,1.3245489056,127,1.380510488,40,1.6446347264,0.080016939199999997,1.6446512864,40,1.484598816,0.0400189336
,,1.3245381056,87,1.4045550448,47,1.430510488,40,1.724775256,0.080140529599999982,1.72482548,528,1.5646285872,0.0400189336
,,1.3245489056,47,1.4045716048,87,1.480510488,40,2.8048485688,0.080023088800000002,2.8048558488,40,1.5646285872,0.0400189336
,,1.4045550448,127,1.484588016,47,1.530510488,40,2.884871588,0.080023019199999989,2.884878868,40,1.6446512864,0.040024693599999994
,,1.4045716048,47,1.484598816,127,1.580510488,40,2.9649010392,0.080029451199999989,2.9649118392,80,1.72482548,0.040175868000000003
,,1.484588016,127,1.5646177872,47,2.72482548,40,3.0449594984,0.080058459199999987,3.0450062184,40,2.8048558488,0.040015483199999993
,,1.484598816,47,1.5646285872,127,2.77482548,40,3.1249975896,0.080038091199999993,3.1250363096,80,2.884878868,0.040015413599999993
,,1.5646177872,87,1.6446347264,47,2.82482548,40,3.2050296008,0.080032011200000002,3.2050660808,80,2.9649118392,0.0400189336
,,1.5646285872,47,1.6446512864,87,2.87482548,40,3.28504654,0.080016939199999997,3.28508878,40,2.9649118392,0.0400189336
,,1.6446347264,87,1.724775256,47,2.92482548,40,3.3651870696,0.080140529599999982,3.3652372936,528,3.0450062184,0.040096693599999996
,,1.6446512864,47,1.72482548,575,2.97482548,40,4.4452603824,0.080023088800000002,4.4452676624,40,3.1250363096,0.040049093600000001
,,1.72482548,47,2.8048485688,47,3.02482548,40,4.5252834016,0.080023019199999989,4.5252906816,40,3.1250363096,0.040049093600000001
,,2.72482548,87,2.8048558488,87,3.07482548,40,4.6053128528,0.080029451199999989,4.6053236528,80,3.2050660808,0.040046853600000001
,,2.8048485688,87,2.884871588,47,3.12482548,40,4.685336192,0.080023339199999987,4.685343472,40,3.2050660808,0.040046853600000001
,,2.8048558488,47,2.884878868,87,3.17482548,40,4.7653656432,0.080029451199999989,4.7653764432,80,3.28508878,0.040050373599999994
,,2.884871588,127,2.9649010392,47,3.22482548,40,4.8453954144,0.080029771199999988,4.8454062144,80,3.3652372936,0.040175868000000003
,,2.884878868,47,2.9649118392,127,4.3652372936,40,4.9254187536,0.080023339199999987,4.9254260336,40,4.4452676624,0.040015483199999993
,,2.9649010392,87,3.0449594984,47,4.4152372936,40,,,,,4.5252906816,0.040015413599999993
,,2.9649118392,47,3.0450062184,87,4.4652372936,40,,,,,4.6053236528,0.0400189336
,,3.0449594984,127,3.1249975896,47,4.5152372936,40,,,,,4.6053236528,0.0400189336
,,3.0450062184,47,3.1250363096,127,4.5652372936,40,,,,,4.685343472,0.040015413599999993
,,3.1249975896,127,3.2050296008,47,4.6152372936,40,,,,,4.7653764432,0.0400189336
,,3.1250363096,47,3.2050660808,127,4.6652372936,40,,,,,4.7653764432,0.0400189336
,,3.2050296008,87,3.28504654,47,4.7152372936,40,,,,,4.8454062144,0.0400189336
,,3.2050660808,47,3.28508878,87,4.7652372936,40,,,,,4.8454062144,0.0400189336
,,3.28504654,87,3.3651870696,47,4.8152372936,40,,,,,4.9254260336,0.040015413599999993
,,3.28508878,47,3.3652372936,575,4.8652372936,40,,,,,,
,,3.3652372936,47,4.4452603824,47,,,,,,,,
