numActiveSessions:vector baselineTestQoS.hostFDO[76].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[76].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[76].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[76].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[76].tcp.conn-1968 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[76].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[76].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080461528,51,0.080461528,800,0.1735345712,0.093073043199999982,0.1736661072,1452,0.1736661072,0.047362869599999995
0,1,0.080461528,47,0.1735345712,47,,,,,0.2538713112,1452,0.2538713112,0.127568073599999997
0.1736661072,0,0.080461904,847,0.1736661072,1499,,,,,0.452357112,1452,0.452357112,0.326053874399999997
,,0.1736661072,47,0.2538713112,1499,,,,,0.864688029022,1452,0.864688029022,0.738384791421999861
,,0.1736664832,47,0.452357112,1499,,,,,1.264400029022,1452,1.264400029022,1.138096791421999926
,,0.2538713112,47,0.851999054613,47,,,,,1.664194029022,1452,1.664194029022,1.537890791421999907
,,0.452357112,47,0.864688029022,1499,,,,,2.063891604222,1452,2.063891604222,1.937588366621999727
,,0.864688029022,47,1.264400029022,1499,,,,,2.463558905022,1452,2.463558905022,2.337255667422000182
,,1.264400029022,47,1.664194029022,1499,,,,,2.86344110458,1452,2.86344110458,2.737137866979999492
,,1.664194029022,47,2.063891604222,1499,,,,,3.26305061578,1452,3.26305061578,3.13674737817999992
,,2.063891604222,47,2.463558905022,1499,,,,,3.66286135898,1452,3.66286135898,3.53655812137999968
,,2.463558905022,47,2.86344110458,1499,,,,,4.062643802925,1452,4.062643802925,3.93634056532499963
,,2.86344110458,47,3.26305061578,1499,,,,,4.4622663984,1452,4.4622663984,4.335963160800000427
,,3.26305061578,47,3.66286135898,1499,,,,,4.86200072,1452,4.86200072,4.73569748239999908
,,3.66286135898,47,4.062643802925,1499,,,,,,,,
,,4.062643802925,47,4.4622663984,1499,,,,,,,,
,,4.4622663984,47,4.86200072,1499,,,,,,,,
,,4.86200072,47,,,,,,,,,,
