numActiveSessions:vector baselineTestQoS.hostLVD[82].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[82].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[82].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[82].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[82].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[82].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[82].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[82].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[82].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[82].tcp.conn-1844 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[82].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,108,0,240,0,0,0,51,0.0828130576,51,0.0828130576,0.082813057599999989,0.4379872144,0.355174156799999972,0.4383187504,0.267007879200000019
0,1,,,,,,,,,,,0.0828130576,47,0.4379872144,47,,,,,1.2278111208,1.056500249599999992
,,,,,,,,,,,,0.0828134336,247,0.4383187504,1499,,,,,1.2331236392,1.06181276799999979
,,,,,,,,,,,,0.4383187504,47,1.2278111208,1499,,,,,2.825454965022,2.65414409382199955
,,,,,,,,,,,,1.2278111208,47,1.2331236392,1499,,,,,2.830799782844,2.659488911643999907
,,,,,,,,,,,,1.2331236392,47,2.825454965022,1499,,,,,2.836158946044,2.664848074843999535
,,,,,,,,,,,,2.825454965022,47,2.830799782844,1499,,,,,2.8415208008,2.670209929599999465
,,,,,,,,,,,,2.830799782844,47,2.836158946044,1499,,,,,,
,,,,,,,,,,,,2.836158946044,47,2.8415208008,1499,,,,,,
,,,,,,,,,,,,2.8415208008,47,,,,,,,,
