numActiveSessions:vector baselineTestQoS.hostVID[20].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostVID[20].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[20].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostVID[20].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostVID[20].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[20].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostVID[20].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[20].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostVID[20].tcp.conn-2612 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostVID[20].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,401,0,360,1,0,1,51,1.080098408,51,1.1625222504,0.082423842400000002,1.1626537864,0.042140308799999997
1,1,,,,,,,,,,,1.080098408,47,1.1625222504,47,,,1.2428926704,0.12237919279999998
,,,,,,,,,,,,1.080098784,247,1.1626537864,1499,,,1.998732669022,0.878219191421999885
,,,,,,,,,,,,1.1626537864,47,1.2428926704,1499,,,3.197852589022,2.077339111421999891
,,,,,,,,,,,,1.2428926704,47,1.998732669022,1499,,,4.397118102844,3.276604625243999525
,,,,,,,,,,,,1.998732669022,47,3.197852589022,1499,,,,
,,,,,,,,,,,,3.197852589022,47,4.397118102844,1499,,,,
,,,,,,,,,,,,4.397118102844,47,,,,,,
