numActiveSessions:vector baselineTestQoS.hostFDO[28].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[28].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[28].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[28].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[28].tcp.conn-1920 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[28].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[28].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080265688,51,0.080265688,800,0.1675979312,0.087332243199999992,0.1677294672,1452,0.1677294672,0.044859189600000001
0,1,0.080265688,47,0.1675979312,47,,,,,0.2479914712,1452,0.2479914712,0.125121193600000012
0.1677294672,0,0.080266064,847,0.1677294672,1499,,,,,0.446477272,1452,0.446477272,0.323606994399999957
,,0.1677294672,47,0.2479914712,1499,,,,,0.858811949022,1452,0.858811949022,0.735941671421999951
,,0.1677298432,47,0.446477272,1499,,,,,1.258411949022,1452,1.258411949022,1.135541671421999683
,,0.2479914712,47,0.8460969952,47,,,,,1.658211949022,1452,1.658211949022,1.535341671422000058
,,0.446477272,47,0.858811949022,1499,,,,,2.057997524222,1452,2.057997524222,1.935127246621999745
,,0.858811949022,47,1.258411949022,1499,,,,,2.457670825022,1452,2.457670825022,2.334800547421999707
,,1.258411949022,47,1.658211949022,1499,,,,,2.85733310458,1452,2.85733310458,2.734462826979999752
,,1.658211949022,47,2.057997524222,1499,,,,,3.25715653578,1452,3.25715653578,3.134286258179999492
,,2.057997524222,47,2.457670825022,1499,,,,,3.65686727898,1452,3.65686727898,3.533997001379999487
,,2.457670825022,47,2.85733310458,1499,,,,,4.056529802925,1452,4.056529802925,3.933659525324999942
,,2.85733310458,47,3.25715653578,1499,,,,,4.4563723184,1452,4.4563723184,4.333502040799999112
,,3.25715653578,47,3.65686727898,1499,,,,,4.85606344,1452,4.85606344,4.733193162399999195
,,3.65686727898,47,4.056529802925,1499,,,,,,,,
,,4.056529802925,47,4.4563723184,1499,,,,,,,,
,,4.4563723184,47,4.85606344,1499,,,,,,,,
,,4.85606344,47,,,,,,,,,,
