numActiveSessions:vector baselineTestQoS.hostLVD[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[58].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[58].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[58].tcp.conn-1820 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[58].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,85,0,240,0,0,0,51,0.081122488,51,0.081122488,0.081122487999999992,0.305494288,0.224371800000000008,0.305725824,0.159579432799999975
0,1,,,,,,,,,,,0.081122488,47,0.305494288,47,,,,,0.970842198613,0.824695807412999966
,,,,,,,,,,,,0.081122864,247,0.305725824,1499,,,,,0.976134269022,0.829987877822000005
,,,,,,,,,,,,0.305725824,47,0.970842198613,1499,,,,,2.277092273022,2.130945881821999946
,,,,,,,,,,,,0.970842198613,47,0.976134269022,1499,,,,,2.282469537022,2.136323145821999772
,,,,,,,,,,,,0.976134269022,47,2.277092273022,1499,,,,,2.287789457022,2.141643065821999585
,,,,,,,,,,,,2.277092273022,47,2.282469537022,1499,,,,,2.293109377022,2.146962985821999395
,,,,,,,,,,,,2.282469537022,47,2.287789457022,1499,,,,,4.292362098044,4.146215706843999962
,,,,,,,,,,,,2.287789457022,47,2.293109377022,1499,,,,,,
,,,,,,,,,,,,2.293109377022,47,4.292362098044,1499,,,,,,
,,,,,,,,,,,,4.292362098044,47,4.297765175725,1499,,,,,,
,,,,,,,,,,,,4.297765175725,47,4.303044232,1499,,,,,,
,,,,,,,,,,,,4.303044232,47,4.308396119222,1499,,,,,,
,,,,,,,,,,,,4.308396119222,47,,,,,,,,
