numActiveSessions:vector baselineTestQoS.hostLVD[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[112].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[112].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[112].tcp.conn-1874 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,120,0,240,0,0,0,51,0.0882354576,51,0.0882354576,0.088235457599999983,0.6036725024,0.515437044799999853,0.6039040384,0.401101237599999936
0,1,,,,,,,,,,,0.0882354576,47,0.6036725024,47,,,,,1.5489642584,1.346161457600000051
,,,,,,,,,,,,0.0882358336,247,0.6039040384,1499,,,,,1.554377976,1.351575175199999806
,,,,,,,,,,,,0.6039040384,47,1.5489642584,1499,,,,,3.467963638622,3.26516083782200005
,,,,,,,,,,,,1.5489642584,47,1.554377976,1499,,,,,3.473308456444,3.270505655643999515
,,,,,,,,,,,,1.554377976,47,3.467963638622,1499,,,,,3.478670753022,3.275867952221999767
,,,,,,,,,,,,3.467963638622,47,3.473308456444,1499,,,,,3.484022,3.2812191991999997
,,,,,,,,,,,,3.473308456444,47,3.478670753022,1499,,,,,,
,,,,,,,,,,,,3.478670753022,47,3.484022,1499,,,,,,
,,,,,,,,,,,,3.484022,47,,,,,,,,
