numActiveSessions:vector baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[0].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[0].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[0].tcp.conn-1892 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080151448,51,0.080151448,800,0.1641348912,0.083983443199999979,0.1642664272,1452,0.1642664272,0.043398709600000001
0,1,0.080151448,47,0.1641348912,47,,,,,0.2445100312,1452,0.2445100312,0.123642313599999997
0.1642664272,0,0.080151824,847,0.1642664272,1499,,,,,0.442995832,1452,0.442995832,0.322128114399999996
,,0.1642664272,47,0.2445100312,1499,,,,,0.855234269022,1452,0.855234269022,0.73436655142199991
,,0.1642668032,47,0.442995832,1499,,,,,1.254954189022,1452,1.254954189022,1.134086471422000025
,,0.2445100312,47,0.8425917152,47,,,,,1.654734269022,1452,1.654734269022,1.533866551421999782
,,0.442995832,47,0.855234269022,1499,,,,,2.054413844222,1452,2.054413844222,1.933546126621999753
,,0.855234269022,47,1.254954189022,1499,,,,,2.454207065022,1452,2.454207065022,2.333339347422000097
,,1.254954189022,47,1.654734269022,1499,,,,,2.85386934458,1452,2.85386934458,2.73300162698000014
,,1.654734269022,47,2.054413844222,1499,,,,,3.25367285578,1452,3.25367285578,3.132805138180000157
,,2.054413844222,47,2.454207065022,1499,,,,,3.6533836064,1452,3.6533836064,3.532515888799999877
,,2.454207065022,47,2.85386934458,1499,,,,,4.053072042925,1452,4.053072042925,3.9322043253249994
,,2.85386934458,47,3.25367285578,1499,,,,,4.4528946384,1452,4.4528946384,4.332026920799998837
,,3.25367285578,47,3.6533836064,1499,,,,,4.8526072,1452,4.8526072,4.73173948240000006
,,3.6533836064,47,4.053072042925,1499,,,,,,,,
,,4.053072042925,47,4.4528946384,1499,,,,,,,,
,,4.4528946384,47,4.8526072,1499,,,,,,,,
,,4.8526072,47,,,,,,,,,,
