numActiveSessions:vector baselineTestQoS.hostSSH[36].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[36].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[36].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[36].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[36].tcp.conn-2012 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[36].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[36].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080641048,51,1.080641048,40,1.1646252104,0.083984162400000006,1.1646324904,40,1.1646324904,0.043586340799999997
0,1,0.080641048,47,1.1646252104,47,1.130641048,40,1.2448452944,0.080220083999999996,1.2448525744,40,1.2448525744,0.040212478400000001
,,1.080641048,87,1.1646324904,87,1.180641048,40,1.3249835456,0.080138251199999982,1.3249943456,80,1.3249943456,0.0400189336
,,1.1646252104,87,1.2448452944,47,1.230641048,40,1.4049969648,0.08001341919999999,1.4050170448,40,1.3249943456,0.0400189336
,,1.1646324904,47,1.2448525744,87,1.280641048,40,1.485033456,0.080036491200000003,1.485044256,80,1.4050170448,0.040025013599999992
,,1.2448452944,127,1.3249835456,47,1.330641048,40,1.5650632272,0.080029771199999988,1.5650740272,80,1.485044256,0.0400189336
,,1.2448525744,47,1.3249943456,127,1.380641048,40,1.6450766464,0.08001341919999999,1.6450967264,40,1.485044256,0.0400189336
,,1.3249835456,87,1.4049969648,47,1.430641048,40,1.726367576,0.081290929600000005,1.7264178,528,1.5650740272,0.0400189336
,,1.3249943456,47,1.4050170448,87,1.480641048,40,2.8064408888,0.080023088800000002,2.8064481688,40,1.5650740272,0.0400189336
,,1.4049969648,127,1.485033456,47,1.530641048,40,2.886463908,0.080023019199999989,2.886471188,40,1.6450967264,0.040025013599999992
,,1.4050170448,47,1.485044256,127,1.580641048,40,2.9664933592,0.080029451199999989,2.9665041592,80,1.7264178,0.041329467999999994
,,1.485033456,127,1.5650632272,47,2.7264178,40,3.0465131784,0.08001981919999998,3.0465985384,40,2.8064481688,0.040015483199999993
,,1.485044256,47,1.5650740272,127,2.7764178,40,3.1265461496,0.080032971199999996,3.1266286296,80,2.886471188,0.040015413599999993
,,1.5650632272,87,1.6450766464,47,2.8264178,40,3.2065759208,0.080029771199999988,3.2066584008,80,2.9665041592,0.0400189336
,,1.5650740272,47,1.6450967264,87,2.8764178,40,3.28659574,0.08001981919999998,3.2866811,40,2.9665041592,0.0400189336
,,1.6450766464,87,1.726367576,47,2.9264178,40,3.3668036552,0.080207915199999979,3.3668538792,528,3.0465985384,0.040096693599999996
,,1.6450967264,47,1.7264178,575,2.9764178,40,4.446876968,0.080023088800000002,4.446884248,40,3.1266286296,0.040097013599999994
,,1.7264178,47,2.8064408888,47,3.0264178,40,4.5268999872,0.080023019199999989,4.5269072672,40,3.1266286296,0.040097013599999994
,,2.7264178,87,2.8064481688,87,3.0764178,40,4.6069294384,0.080029451199999989,4.6069402384,80,3.2066584008,0.040097013599999994
,,2.8064408888,87,2.886463908,47,3.1264178,40,4.6869527776,0.080023339199999987,4.6869600576,40,3.2066584008,0.040097013599999994
,,2.8064481688,47,2.886471188,87,3.1764178,40,4.7669822288,0.080029451199999989,4.7669930288,80,3.2866811,0.040096693599999996
,,2.886463908,127,2.9664933592,47,3.2264178,40,4.847012,0.080029771199999988,4.8470228,80,3.3668538792,0.040246453599999995
,,2.886471188,47,2.9665041592,127,4.3668538792,40,4.9270353392,0.080023339199999987,4.9270426192,40,4.446884248,0.040015483199999993
,,2.9664933592,87,3.0465131784,47,4.4168538792,40,,,,,4.5269072672,0.040015413599999993
,,2.9665041592,47,3.0465985384,87,4.4668538792,40,,,,,4.6069402384,0.0400189336
,,3.0465131784,127,3.1265461496,47,4.5168538792,40,,,,,4.6069402384,0.0400189336
,,3.0465985384,47,3.1266286296,127,4.5668538792,40,,,,,4.6869600576,0.040015413599999993
,,3.1265461496,127,3.2065759208,47,4.6168538792,40,,,,,4.7669930288,0.0400189336
,,3.1266286296,47,3.2066584008,127,4.6668538792,40,,,,,4.7669930288,0.0400189336
,,3.2065759208,87,3.28659574,47,4.7168538792,40,,,,,4.8470228,0.0400189336
,,3.2066584008,47,3.2866811,87,4.7668538792,40,,,,,4.8470228,0.0400189336
,,3.28659574,87,3.3668036552,47,4.8168538792,40,,,,,4.9270426192,0.040015413599999993
,,3.2866811,47,3.3668538792,575,4.8668538792,40,,,,,,
,,3.3668538792,47,4.446876968,47,,,,,,,,
,,4.3668538792,87,4.446884248,87,,,,,,,,
,,4.446876968,87,4.5268999872,47,,,,,,,,
,,4.446884248,47,4.5269072672,87,,,,,,,,
,,4.5268999872,127,4.6069294384,47,,,,,,,,
,,4.5269072672,47,4.6069402384,127,,,,,,,,
,,4.6069294384,87,4.6869527776,47,,,,,,,,
,,4.6069402384,47,4.6869600576,87,,,,,,,,
,,4.6869527776,127,4.7669822288,47,,,,,,,,
,,4.6869600576,47,4.7669930288,127,,,,,,,,
,,4.7669822288,127,4.847012,47,,,,,,,,
,,4.7669930288,47,4.8470228,127,,,,,,,,
,,4.847012,87,4.9270353392,47,,,,,,,,
,,4.8470228,47,4.9270426192,87,,,,,,,,
,,4.9270353392,87,,,,,,,,,,
,,4.9270426192,47,,,,,,,,,,
