numActiveSessions:vector baselineTestQoS.hostSSH[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[0].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[0].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[0].tcp.conn-1976 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.0915088976,51,1.0915088976,40,2.523257213822,1.431748316221999931,2.523364493822,40,2.523364493822,1.39174767062199977
0,1,0.0915088976,47,2.523257213822,47,1.1415088976,40,4.6134446304,2.090187416577999883,4.6137265344,888,4.6137265344,2.050329426978000127
,,1.0915088976,87,2.523364493822,87,1.1915088976,40,,,,,4.6137265344,2.050329426978000127
,,2.523257213822,447,4.6134446304,47,1.2415088976,40,,,,,4.6137265344,2.050329426978000127
,,2.523364493822,47,4.6137265344,935,1.2915088976,40,,,,,4.6137265344,2.050329426978000127
,,4.6137265344,47,,,1.3415088976,40,,,,,4.6137265344,2.050329426978000127
,,,,,,1.3915088976,40,,,,,4.6137265344,2.050329426978000127
,,,,,,1.4415088976,40,,,,,4.6137265344,2.050329426978000127
,,,,,,1.4915088976,40,,,,,4.6137265344,2.050329426978000127
,,,,,,1.5415088976,40,,,,,4.6137265344,2.050329426978000127
,,,,,,1.5915088976,40,,,,,4.6137265344,2.050329426978000127
