numActiveSessions:vector baselineTestQoS.hostVID[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostVID[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostVID[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostVID[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostVID[8].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[8].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostVID[8].tcp.conn-2600 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostVID[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,363,0,360,1,0,1,51,1.080049448,51,1.1610380904,0.080988642400000004,1.1611696264,0.040938388800000002
1,1,,,,,,,,,,,1.080049448,47,1.1610380904,47,,,1.2414085104,0.121177272799999984
,,,,,,,,,,,,1.080049824,247,1.1611696264,1499,,,1.997193629022,0.876962391421999939
,,,,,,,,,,,,1.1611696264,47,1.2414085104,1499,,,3.196413549022,2.076182311421999487
,,,,,,,,,,,,1.2414085104,47,1.997193629022,1499,,,4.395579062844,3.275347825243999355
,,,,,,,,,,,,1.997193629022,47,3.196413549022,1499,,,,
,,,,,,,,,,,,3.196413549022,47,4.395579062844,1499,,,,
,,,,,,,,,,,,4.395579062844,47,,,,,,
