numActiveSessions:vector baselineTestQoS.hostSSH[68].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[68].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[68].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[68].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[68].tcp.conn-2044 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[68].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[68].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080771608,51,1.080771608,40,1.1649682504,0.084196642399999993,1.1649755304,40,1.1649755304,0.043706660799999991
0,1,0.080771608,47,1.1649682504,47,1.130771608,40,1.2451883344,0.080220083999999996,1.2451956144,40,1.2451956144,0.040212478400000001
,,1.080771608,87,1.1649755304,87,1.180771608,40,1.3254289856,0.080240651199999984,1.3254397856,80,1.3254397856,0.0400189336
,,1.1649682504,87,1.2451883344,47,1.230771608,40,1.4054424048,0.08001341919999999,1.4054624848,40,1.3254397856,0.0400189336
,,1.1649755304,47,1.2451956144,87,1.280771608,40,1.485478896,0.080036491200000003,1.485489696,80,1.4054624848,0.040025013599999992
,,1.2451883344,127,1.3254289856,47,1.330771608,40,1.5655086672,0.080029771199999988,1.5655194672,80,1.485489696,0.0400189336
,,1.2451956144,47,1.3254397856,127,1.380771608,40,1.6455652064,0.080056539199999998,1.6455724864,40,1.485489696,0.0400189336
,,1.3254289856,87,1.4054424048,47,1.430771608,40,1.727959896,0.082394689599999986,1.72801012,528,1.5655194672,0.0400189336
,,1.3254397856,47,1.4054624848,87,1.480771608,40,2.8080332088,0.080023088800000002,2.8080404888,40,1.5655194672,0.0400189336
,,1.4054424048,127,1.485478896,47,1.530771608,40,2.888056228,0.080023019199999989,2.888063508,40,1.6455724864,0.040055333599999992
,,1.4054624848,47,1.485489696,127,1.580771608,40,2.9680856792,0.080029451199999989,2.9680964792,80,1.72801012,0.042433228000000003
,,1.485478896,127,1.5655086672,47,2.72801012,40,3.0481054984,0.08001981919999998,3.0481908584,40,2.8080404888,0.040015483199999993
,,1.485489696,47,1.5655194672,127,2.77801012,40,3.1281384696,0.080032971199999996,3.1282209496,80,2.888063508,0.040015413599999993
,,1.5655086672,87,1.6455652064,47,2.82801012,40,3.2081682408,0.080029771199999988,3.2082507208,80,2.9680964792,0.0400189336
,,1.5655194672,47,1.6455724864,87,2.87801012,40,3.28818806,0.08001981919999998,3.28827342,40,2.9680964792,0.0400189336
,,1.6455652064,87,1.727959896,47,2.92801012,40,3.3683959752,0.080207915199999979,3.3684461992,528,3.0481908584,0.040096693599999996
,,1.6455724864,47,1.72801012,575,2.97801012,40,4.448508328,0.080062128799999992,4.448515608,40,3.1282209496,0.040097013599999994
,,1.72801012,47,2.8080332088,47,3.02801012,40,4.5285313472,0.080023019199999989,4.5285386272,40,3.1282209496,0.040097013599999994
,,2.72801012,87,2.8080404888,87,3.07801012,40,4.6085575984,0.080026251199999981,4.6085683984,80,3.2082507208,0.040097013599999994
,,2.8080332088,87,2.888056228,47,3.12801012,40,4.6885806176,0.080023019199999989,4.6885878976,40,3.2082507208,0.040097013599999994
,,2.8080404888,47,2.888063508,87,3.17801012,40,4.7686103888,0.080029771199999988,4.7686211888,80,3.28827342,0.040096693599999996
,,2.888056228,127,2.9680856792,47,3.22801012,40,4.84864016,0.080029771199999988,4.84865096,80,3.3684461992,0.040246453599999995
,,2.888063508,47,2.9680964792,127,4.3684461992,40,4.9286980592,0.080057899200000004,4.9287053392,40,4.448515608,0.040011723200000001
,,2.9680856792,87,3.0481054984,47,4.4184461992,40,,,,,4.5285386272,0.040015413599999993
,,2.9680964792,47,3.0481908584,87,4.4684461992,40,,,,,4.6085683984,0.0400189336
,,3.0481054984,127,3.1281384696,47,4.5184461992,40,,,,,4.6085683984,0.0400189336
,,3.0481908584,47,3.1282209496,127,4.5684461992,40,,,,,4.6885878976,0.040018613600000002
,,3.1281384696,127,3.2081682408,47,4.6184461992,40,,,,,4.7686211888,0.04002533359999999
,,3.1282209496,47,3.2082507208,127,4.6684461992,40,,,,,4.7686211888,0.04002533359999999
,,3.2081682408,87,3.28818806,47,4.7184461992,40,,,,,4.84865096,0.04002533359999999
,,3.2082507208,47,3.28827342,87,4.7684461992,40,,,,,4.84865096,0.04002533359999999
,,3.28818806,87,3.3683959752,47,4.8184461992,40,,,,,4.9287053392,0.040053493599999989
,,3.28827342,47,3.3684461992,575,4.8684461992,40,,,,,,
,,3.3684461992,47,4.448508328,47,,,,,,,,
,,4.3684461992,87,4.448515608,87,,,,,,,,
,,4.448508328,87,4.5285313472,47,,,,,,,,
,,4.448515608,47,4.5285386272,87,,,,,,,,
,,4.5285313472,127,4.6085575984,47,,,,,,,,
,,4.5285386272,47,4.6085683984,127,,,,,,,,
,,4.6085575984,87,4.6885806176,47,,,,,,,,
,,4.6085683984,47,4.6885878976,87,,,,,,,,
,,4.6885806176,127,4.7686103888,47,,,,,,,,
,,4.6885878976,47,4.7686211888,127,,,,,,,,
,,4.7686103888,127,4.84864016,47,,,,,,,,
,,4.7686211888,47,4.84865096,127,,,,,,,,
,,4.84864016,87,4.9286980592,47,,,,,,,,
,,4.84865096,47,4.9287053392,87,,,,,,,,
,,4.9286980592,87,,,,,,,,,,
,,4.9287053392,47,,,,,,,,,,
