numActiveSessions:vector baselineTestQoS.hostSSH[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[112].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[112].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[112].tcp.conn-2088 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[112].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080951128,51,1.080951128,40,1.1654399304,0.084488802399999978,1.1654472104,40,1.1654472104,0.043872100799999993
0,1,0.080951128,47,1.1654399304,47,1.130951128,40,1.2456600144,0.080220083999999996,1.2456672944,40,1.2456672944,0.040212478400000001
,,1.080951128,87,1.1654472104,87,1.180951128,40,1.3260414656,0.080381451199999981,1.3260522656,80,1.3260522656,0.0400189336
,,1.1654399304,87,1.2456600144,47,1.230951128,40,1.4060548848,0.08001341919999999,1.4060749648,40,1.3260522656,0.0400189336
,,1.1654472104,47,1.2456672944,87,1.280951128,40,1.486091376,0.080036491200000003,1.486102176,80,1.4060749648,0.040025013599999992
,,1.2456600144,127,1.3260414656,47,1.330951128,40,1.5661211472,0.080029771199999988,1.5661319472,80,1.486102176,0.0400189336
,,1.2456672944,47,1.3260522656,127,1.380951128,40,1.6461345664,0.08001341919999999,1.6461546464,40,1.486102176,0.0400189336
,,1.3260414656,87,1.4060548848,47,1.430951128,40,1.730149336,0.084014769599999982,1.73019956,528,1.5661319472,0.0400189336
,,1.3260522656,47,1.4060749648,87,1.480951128,40,2.8102616888,0.080062128799999992,2.8102689688,40,1.5661319472,0.0400189336
,,1.4060548848,127,1.486091376,47,1.530951128,40,2.890284708,0.080023019199999989,2.890291988,40,1.6461546464,0.040025013599999992
,,1.4060749648,47,1.486102176,127,1.580951128,40,2.9703109592,0.080026251199999981,2.9703217592,80,1.73019956,0.044053307999999999
