numActiveSessions:vector baselineTestQoS.hostSSH[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[72].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[72].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[72].tcp.conn-2048 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080787928,51,1.080787928,40,1.1650111304,0.084223202400000001,1.1650184104,40,1.1650184104,0.043721700799999998
0,1,0.080787928,47,1.1650111304,47,1.130787928,40,1.2452312144,0.080220083999999996,1.2452384944,40,1.2452384944,0.040212478400000001
,,1.080787928,87,1.1650184104,87,1.180787928,40,1.3254846656,0.080253451199999991,1.3254954656,80,1.3254954656,0.0400189336
,,1.1650111304,87,1.2452312144,47,1.230787928,40,1.4054980848,0.08001341919999999,1.4055181648,40,1.3254954656,0.0400189336
,,1.1650184104,47,1.2452384944,87,1.280787928,40,1.485534576,0.080036491200000003,1.485545376,80,1.4055181648,0.040025013599999992
,,1.2452312144,127,1.3254846656,47,1.330787928,40,1.5655643472,0.080029771199999988,1.5655751472,80,1.485545376,0.0400189336
,,1.2452384944,47,1.3254954656,127,1.380787928,40,1.6456080864,0.080043739199999991,1.6456153664,40,1.485545376,0.0400189336
,,1.3254846656,87,1.4054980848,47,1.430787928,40,1.728158936,0.082550849600000003,1.72820916,528,1.5655751472,0.0400189336
,,1.3254954656,47,1.4055181648,87,1.480787928,40,2.8082322488,0.080023088800000002,2.8082395288,40,1.5655751472,0.0400189336
,,1.4054980848,127,1.485534576,47,1.530787928,40,2.888255268,0.080023019199999989,2.888262548,40,1.6456153664,0.040042533599999999
,,1.4055181648,47,1.485545376,127,1.580787928,40,2.9682847192,0.080029451199999989,2.9682955192,80,1.72820916,0.042589387999999991
,,1.485534576,127,1.5655643472,47,2.72820916,40,3.0483045384,0.08001981919999998,3.0483898984,40,2.8082395288,0.040015483199999993
,,1.485545376,47,1.5655751472,127,2.77820916,40,3.1283375096,0.080032971199999996,3.1284199896,80,2.888262548,0.040015413599999993
,,1.5655643472,87,1.6456080864,47,2.82820916,40,3.2083672808,0.080029771199999988,3.2084497608,80,2.9682955192,0.0400189336
