numActiveSessions:vector baselineTestQoS.hostLVD[118].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[118].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[118].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[118].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[118].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[118].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[118].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[118].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[118].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[118].tcp.conn-1880 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[118].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,109,0,240,0,0,0,51,0.0893599376,51,0.0893599376,0.089359937599999993,0.636706493022,0.547346555421999834,0.637038029022,0.427927548221999963
0,1,,,,,,,,,,,0.0893599376,47,0.636706493022,47,,,,,1.613240220213,1.404129739412999896
,,,,,,,,,,,,0.0893603136,247,0.637038029022,1499,,,,,1.618627489822,1.409517009021999716
,,,,,,,,,,,,0.637038029022,47,1.613240220213,1499,,,,,3.596427489822,3.387317009021999487
,,,,,,,,,,,,1.613240220213,47,1.618627489822,1499,,,,,3.6017422536,3.392631772799999707
,,,,,,,,,,,,1.618627489822,47,3.596427489822,1499,,,,,3.607096119222,3.397985638421999952
,,,,,,,,,,,,3.596427489822,47,3.6017422536,1499,,,,,3.61244942458,3.40333894377999967
,,,,,,,,,,,,3.6017422536,47,3.607096119222,1499,,,,,,
,,,,,,,,,,,,3.607096119222,47,3.61244942458,1499,,,,,,
,,,,,,,,,,,,3.61244942458,47,,,,,,,,
