numActiveSessions:vector baselineTestQoS.hostSSH[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[116].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[116].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[116].tcp.conn-2092 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[116].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080967448,51,1.080967448,40,1.1654828104,0.084515362399999987,1.1654900904,40,1.1654900904,0.043887140800000001
0,1,0.080967448,47,1.1654828104,47,1.130967448,40,1.2457028944,0.080220083999999996,1.2457101744,40,1.2457101744,0.040212478400000001
,,1.080967448,87,1.1654900904,87,1.180967448,40,1.3260971456,0.080394251199999988,1.3261079456,80,1.3261079456,0.0400189336
,,1.1654828104,87,1.2457028944,47,1.230967448,40,1.4061105648,0.08001341919999999,1.4061306448,40,1.3261079456,0.0400189336
,,1.1654900904,47,1.2457101744,87,1.280967448,40,1.486147056,0.080036491200000003,1.486157856,80,1.4061306448,0.040025013599999992
,,1.2457028944,127,1.3260971456,47,1.330967448,40,1.5661768272,0.080029771199999988,1.5661876272,80,1.486157856,0.0400189336
,,1.2457101744,47,1.3261079456,127,1.380967448,40,1.6461902464,0.08001341919999999,1.6462103264,40,1.486157856,0.0400189336
,,1.3260971456,87,1.4061105648,47,1.430967448,40,1.730348376,0.084158129599999991,1.7303986,528,1.5661876272,0.0400189336
,,1.3261079456,47,1.4061306448,87,1.480967448,40,2.8104607288,0.080062128799999992,2.8104680088,40,1.5661876272,0.0400189336
,,1.4061105648,127,1.486147056,47,1.530967448,40,2.890483748,0.080023019199999989,2.890491028,40,1.6462103264,0.040025013599999992
,,1.4061306448,47,1.486157856,127,1.580967448,40,2.9705099992,0.080026251199999981,2.9705207992,80,1.7303986,0.044196667999999994
,,1.486147056,127,1.5661768272,47,2.7303986,40,3.0505330184,0.080023019199999989,3.0505402984,40,2.8104680088,0.040011723200000001
,,1.486157856,47,1.5661876272,127,2.7803986,40,3.1306110296,0.080078011199999992,3.1306218296,80,2.890491028,0.040015413599999993
,,1.5661768272,87,1.6461902464,47,2.8303986,40,3.2106336968,0.08002266719999998,3.2106444968,80,2.9705207992,0.0400189336
,,1.5661876272,47,1.6462103264,87,2.8803986,40,3.29065203978,0.080018342979999989,3.29065931978,40,2.9705207992,0.0400189336
,,1.6461902464,87,1.730348376,47,2.9303986,40,3.3709103752,0.080258335419999992,3.3709605992,528,3.0505402984,0.040018613600000002
,,1.6462103264,47,1.7303986,575,2.9803986,40,4.451022728,0.080062128799999992,4.451030008,40,3.1306218296,0.040073573599999995
,,1.7303986,47,2.8104607288,47,3.0303986,40,4.5310457472,0.080023019199999989,4.5310530272,40,3.1306218296,0.040073573599999995
,,2.7303986,87,2.8104680088,87,3.0803986,40,4.6110719984,0.080026251199999981,4.6110827984,80,3.2106444968,0.040021173600000001
,,2.8104607288,87,2.890483748,47,3.1303986,40,4.6910985376,0.080026539199999996,4.6911058176,40,3.2106444968,0.040021173600000001
,,2.8104680088,47,2.890491028,87,3.1803986,40,4.7711247888,0.080026251199999981,4.7711355888,80,3.29065931978,0.040013937380000002
,,2.890483748,127,2.9705099992,47,3.2303986,40,4.85115456,0.080029771199999988,4.85116536,80,3.3709605992,0.040296873819999995
,,2.890491028,47,2.9705207992,127,4.3709605992,40,4.9311775792,0.080023019199999989,4.9311848592,40,4.451030008,0.040011723200000001
,,2.9705099992,87,3.0505330184,47,4.4209605992,40,,,,,4.5310530272,0.040015413599999993
,,2.9705207992,47,3.0505402984,87,4.4709605992,40,,,,,4.6110827984,0.0400189336
,,3.0505330184,127,3.1306110296,47,4.5209605992,40,,,,,4.6110827984,0.0400189336
,,3.0505402984,47,3.1306218296,127,4.5709605992,40,,,,,4.6911058176,0.040015413599999993
,,3.1306110296,127,3.2106336968,47,4.6209605992,40,,,,,4.7711355888,0.0400189336
,,3.1306218296,47,3.2106444968,127,4.6709605992,40,,,,,4.7711355888,0.0400189336
,,3.2106336968,87,3.29065203978,47,4.7209605992,40,,,,,4.85116536,0.0400189336
,,3.2106444968,47,3.29065931978,87,4.7709605992,40,,,,,4.85116536,0.0400189336
,,3.29065203978,87,3.3709103752,47,4.8209605992,40,,,,,4.9311848592,0.040018613600000002
,,3.29065931978,47,3.3709605992,575,4.8709605992,40,,,,,,
,,3.3709605992,47,4.451022728,47,,,,,,,,
,,4.3709605992,87,4.451030008,87,,,,,,,,
,,4.451022728,87,4.5310457472,47,,,,,,,,
,,4.451030008,47,4.5310530272,87,,,,,,,,
,,4.5310457472,127,4.6110719984,47,,,,,,,,
,,4.5310530272,47,4.6110827984,127,,,,,,,,
,,4.6110719984,87,4.6910985376,47,,,,,,,,
,,4.6110827984,47,4.6911058176,87,,,,,,,,
,,4.6910985376,127,4.7711247888,47,,,,,,,,
,,4.6911058176,47,4.7711355888,127,,,,,,,,
,,4.7711247888,127,4.85115456,47,,,,,,,,
,,4.7711355888,47,4.85116536,127,,,,,,,,
,,4.85115456,87,4.9311775792,47,,,,,,,,
,,4.85116536,47,4.9311848592,87,,,,,,,,
,,4.9311775792,87,,,,,,,,,,
,,4.9311848592,47,,,,,,,,,,
