numActiveSessions:vector baselineTestQoS.hostLVD[115].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[115].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[115].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[115].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[115].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[115].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[115].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[115].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[115].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[115].tcp.conn-1877 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[115].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,136,0,240,0,0,0,51,0.0887476976,51,0.0887476976,0.08874769759999998,0.620173984,0.531426286399999889,0.62050552,0.414502823199999979
0,1,,,,,,,,,,,0.0887476976,47,0.620173984,47,,,,,1.581104126622,1.37510142982199967
,,,,,,,,,,,,0.0887480736,247,0.62050552,1499,,,,,1.586493805822,1.380491109022000001
,,,,,,,,,,,,0.62050552,47,1.581104126622,1499,,,,,3.53211054058,3.326107843780000002
,,,,,,,,,,,,1.581104126622,47,1.586493805822,1499,,,,,3.537542942622,3.331540245821999577
,,,,,,,,,,,,1.586493805822,47,3.53211054058,1499,,,,,3.542876587422,3.336873890621999892
,,,,,,,,,,,,3.53211054058,47,3.537542942622,1499,,,,,3.548201323422,3.34219862662199939
,,,,,,,,,,,,3.537542942622,47,3.542876587422,1499,,,,,,
,,,,,,,,,,,,3.542876587422,47,3.548201323422,1499,,,,,,
,,,,,,,,,,,,3.548201323422,47,,,,,,,,
