numActiveSessions:vector baselineTestQoS.hostFDO[69].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[69].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[69].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[69].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[69].tcp.conn-1961 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[69].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[69].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080432968,51,0.080432968,800,0.1726688112,0.0922358432,0.1728003472,1452,0.1728003472,0.046997749599999999
0,1,0.080432968,47,0.1726688112,47,,,,,0.2530318712,1452,0.2530318712,0.127229273599999969
0.1728003472,0,0.080433344,847,0.1728003472,1499,,,,,0.451517672,1452,0.451517672,0.325715074400000025
,,0.1728003472,47,0.2530318712,1499,,,,,0.863848589022,1452,0.863848589022,0.738045991421999888
,,0.1728007232,47,0.451517672,1499,,,,,1.263560589022,1452,1.263560589022,1.137757991421999731
,,0.2530318712,47,0.851072734613,47,,,,,1.663354589022,1452,1.663354589022,1.537551991421999713
,,0.451517672,47,0.863848589022,1499,,,,,2.062932244222,1452,2.062932244222,1.937129646622000038
,,0.863848589022,47,1.263560589022,1499,,,,,2.462719465022,1452,2.462719465022,2.336916867421999545
,,1.263560589022,47,1.663354589022,1499,,,,,2.86248174458,1452,2.86248174458,2.736679146979999352
,,1.663354589022,47,2.062932244222,1499,,,,,3.26221117578,1452,3.26221117578,3.13640857818000017
,,2.062932244222,47,2.462719465022,1499,,,,,3.66202191898,1452,3.66202191898,3.53621932137999993
,,2.462719465022,47,2.86248174458,1499,,,,,4.061684442925,1452,4.061684442925,3.935881845324999502
,,2.86248174458,47,3.26221117578,1499,,,,,4.4614269584,1452,4.4614269584,4.335624360799998895
,,3.26221117578,47,3.66202191898,1499,,,,,4.86116128,1452,4.86116128,4.735358682399999335
,,3.66202191898,47,4.061684442925,1499,,,,,,,,
,,4.061684442925,47,4.4614269584,1499,,,,,,,,
,,4.4614269584,47,4.86116128,1499,,,,,,,,
,,4.86116128,47,,,,,,,,,,
