numActiveSessions:vector baselineTestQoS.hostLVD[110].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[110].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[110].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[110].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[110].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[110].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[110].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[110].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[110].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[110].tcp.conn-1872 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[110].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,123,0,240,0,0,0,51,0.0878272976,51,0.0878272976,0.087827297599999992,0.592532710335,0.504705412734999911,0.592864246335,0.392164005534999969
0,1,,,,,,,,,,,0.0878272976,47,0.592532710335,47,,,,,1.5275566872,1.326856446399999883
,,,,,,,,,,,,0.0878276736,247,0.592864246335,1499,,,,,1.532901336213,1.332201095412999687
,,,,,,,,,,,,0.592864246335,47,1.5275566872,1499,,,,,3.42513601498,3.224435774179999815
,,,,,,,,,,,,1.5275566872,47,1.532901336213,1499,,,,,3.430471550844,3.229771310043999742
,,,,,,,,,,,,1.532901336213,47,3.42513601498,1499,,,,,3.435749721822,3.235049481022000062
,,,,,,,,,,,,3.42513601498,47,3.430471550844,1499,,,,,3.4411656848,3.240465443999999795
,,,,,,,,,,,,3.430471550844,47,3.435749721822,1499,,,,,,
,,,,,,,,,,,,3.435749721822,47,3.4411656848,1499,,,,,,
,,,,,,,,,,,,3.4411656848,47,,,,,,,,
