rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[7].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostVIP[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetLossRate:vector baselineTestQoS.hostVIP[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,playoutDelay:vector baselineTestQoS.hostVIP[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,playoutLossRate:vector baselineTestQoS.hostVIP[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,mos:vector baselineTestQoS.hostVIP[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,taildropLossRate:vector baselineTestQoS.hostVIP[7].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
3.06000692,75,3.06000692,0.060006919999999991,4.66017203066,0,4.66017203066,0.019999999999999996,4.66017203066,0,4.66017203066,4.369080016045099752,4.66017203066,0
3.08000692,75,3.08000692,0.060006919999999991,4.9715809128,0,4.9715809128,0.019999999999999996,4.9715809128,0,4.9715809128,4.369026056673099827,4.9715809128,0
3.10000692,75,3.10000692,0.060006919999999991,,,,,,,,,,
3.12000692,75,3.12000692,0.060006919999999991,,,,,,,,,,
3.14000692,75,3.14000692,0.060006919999999991,,,,,,,,,,
3.16000692,75,3.16000692,0.060006919999999991,,,,,,,,,,
3.18000692,75,3.18000692,0.060006919999999991,,,,,,,,,,
3.20000692,75,3.20000692,0.060006919999999991,,,,,,,,,,
3.22000692,75,3.22000692,0.060006919999999991,,,,,,,,,,
3.24000692,75,3.24000692,0.060006919999999991,,,,,,,,,,
3.26052090378,75,3.26052090378,0.060520903779999995,,,,,,,,,,
3.28000692,75,3.28000692,0.060006919999999991,,,,,,,,,,
3.30000692,75,3.30000692,0.060006919999999991,,,,,,,,,,
3.32000692,75,3.32000692,0.060006919999999991,,,,,,,,,,
3.34000692,75,3.34000692,0.060006919999999991,,,,,,,,,,
3.36000692,75,3.36000692,0.060006919999999991,,,,,,,,,,
3.38000692,75,3.38000692,0.060006919999999991,,,,,,,,,,
3.40000692,75,3.40000692,0.060006919999999991,,,,,,,,,,
3.42000692,75,3.42000692,0.060006919999999991,,,,,,,,,,
3.44000692,75,3.44000692,0.060006919999999991,,,,,,,,,,
3.46000692,75,3.46000692,0.060006919999999991,,,,,,,,,,
3.48000692,75,3.48000692,0.060006919999999991,,,,,,,,,,
3.50000692,75,3.50000692,0.060006919999999991,,,,,,,,,,
3.52000692,75,3.52000692,0.060006919999999991,,,,,,,,,,
3.54000692,75,3.54000692,0.060006919999999991,,,,,,,,,,
3.56000692,75,3.56000692,0.060006919999999991,,,,,,,,,,
3.58000692,75,3.58000692,0.060006919999999991,,,,,,,,,,
3.60000692,75,3.60000692,0.060006919999999991,,,,,,,,,,
3.62000692,75,3.62000692,0.060006919999999991,,,,,,,,,,
3.64000692,75,3.64000692,0.060006919999999991,,,,,,,,,,
3.66021172698,75,3.66021172698,0.06021172697999999,,,,,,,,,,
3.68000692,75,3.68000692,0.060006919999999991,,,,,,,,,,
3.70000692,75,3.70000692,0.060006919999999991,,,,,,,,,,
3.72000692,75,3.72000692,0.060006919999999991,,,,,,,,,,
3.74000692,75,3.74000692,0.060006919999999991,,,,,,,,,,
3.76000692,75,3.76000692,0.060006919999999991,,,,,,,,,,
3.78000692,75,3.78000692,0.060006919999999991,,,,,,,,,,
3.80000692,75,3.80000692,0.060006919999999991,,,,,,,,,,
3.82000692,75,3.82000692,0.060006919999999991,,,,,,,,,,
3.84000692,75,3.84000692,0.060006919999999991,,,,,,,,,,
3.86000692,75,3.86000692,0.060006919999999991,,,,,,,,,,
3.880112354319,75,3.880112354319,0.060112354318999999,,,,,,,,,,
3.90000692,75,3.90000692,0.060006919999999991,,,,,,,,,,
3.92000692,75,3.92000692,0.060006919999999991,,,,,,,,,,
4.66017203066,75,4.66017203066,0.060106859999999997,,,,,,,,,,
4.68017203066,75,4.68017203066,0.060106859999999997,,,,,,,,,,
4.70017203066,75,4.70017203066,0.060106859999999997,,,,,,,,,,
4.72017203066,75,4.72017203066,0.060106859999999997,,,,,,,,,,
4.74007579066,75,4.74007579066,0.06001062,,,,,,,,,,
4.76017203066,75,4.76017203066,0.060106859999999997,,,,,,,,,,
4.78017203066,75,4.78017203066,0.060106859999999997,,,,,,,,,,
4.80017203066,75,4.80017203066,0.060106859999999997,,,,,,,,,,
4.82017203066,75,4.82017203066,0.060106859999999997,,,,,,,,,,
4.84017203066,75,4.84017203066,0.060106859999999997,,,,,,,,,,
4.860184528,75,4.860184528,0.060119357339999998,,,,,,,,,,
4.88017203066,75,4.88017203066,0.060106859999999997,,,,,,,,,,
4.90017203066,75,4.90017203066,0.060106859999999997,,,,,,,,,,
4.92017203066,75,4.92017203066,0.060106859999999997,,,,,,,,,,
4.94017203066,75,4.94017203066,0.060106859999999997,,,,,,,,,,
4.96017203066,75,4.96017203066,0.060106859999999997,,,,,,,,,,
