numActiveSessions:vector baselineTestQoS.hostFDO[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[35].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[35].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[35].tcp.conn-1927 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080294248,51,0.080294248,800,0.1684636912,0.088169443200000002,0.1685952272,1452,0.1685952272,0.045224309599999998
0,1,0.080294248,47,0.1684636912,47,,,,,0.2488309112,1452,0.2488309112,0.125459993599999985
0.1685952272,0,0.080294624,847,0.1685952272,1499,,,,,0.447316712,1452,0.447316712,0.323945794399999929
,,0.1685952272,47,0.2488309112,1499,,,,,0.859651389022,1452,0.859651389022,0.736280471421999922
,,0.1685956032,47,0.447316712,1499,,,,,1.259351389022,1452,1.259351389022,1.135980471422000088
,,0.2488309112,47,0.8469233152,47,,,,,1.659051389022,1452,1.659051389022,1.535680471421999808
,,0.447316712,47,0.859651389022,1499,,,,,2.058836964222,1452,2.058836964222,1.93546604662199994
,,0.859651389022,47,1.259351389022,1499,,,,,2.458510265022,1452,2.458510265022,2.335139347421999455
,,1.259351389022,47,1.659051389022,1499,,,,,2.85829246458,1452,2.85829246458,2.734921546979999882
,,1.659051389022,47,2.058836964222,1499,,,,,3.25799597578,1452,3.25799597578,3.134625058180000132
,,2.058836964222,47,2.458510265022,1499,,,,,3.65770671898,1452,3.65770671898,3.534335801380000127
,,2.458510265022,47,2.85829246458,1499,,,,,4.057489162925,1452,4.057489162925,3.934118245325000077
,,2.85829246458,47,3.25799597578,1499,,,,,4.4572117584,1452,4.4572117584,4.333840840799998852
,,3.25799597578,47,3.65770671898,1499,,,,,4.85698144,1452,4.85698144,4.733610522399999335
,,3.65770671898,47,4.057489162925,1499,,,,,,,,
,,4.057489162925,47,4.4572117584,1499,,,,,,,,
,,4.4572117584,47,4.85698144,1499,,,,,,,,
,,4.85698144,47,,,,,,,,,,
