numActiveSessions:vector baselineTestQoS.hostFDO[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[41].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[41].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[41].tcp.conn-1933 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[41].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080318728,51,0.080318728,800,0.1692057712,0.088887043199999987,0.1693373072,1452,0.1693373072,0.045537269599999999
0,1,0.080318728,47,0.1692057712,47,,,,,0.2495504312,1452,0.2495504312,0.125750393600000009
0.1693373072,0,0.080319104,847,0.1693373072,1499,,,,,0.448036232,1452,0.448036232,0.324236194399999954
,,0.1693373072,47,0.2495504312,1499,,,,,0.860370909022,1452,0.860370909022,0.736570871421999837
,,0.1693376832,47,0.448036232,1499,,,,,1.260190829022,1452,1.260190829022,1.136390791421999941
,,0.2495504312,47,0.8477191552,47,,,,,1.659770909022,1452,1.659770909022,1.535970871421999721
,,0.448036232,47,0.860370909022,1499,,,,,2.059556484222,1452,2.059556484222,1.935756446621999852
,,0.860370909022,47,1.260190829022,1499,,,,,2.459349705022,1452,2.459349705022,2.335549667421999757
,,1.260190829022,47,1.659770909022,1499,,,,,2.85901198458,1452,2.85901198458,2.735211946979999797
,,1.659770909022,47,2.059556484222,1499,,,,,3.25871549578,1452,3.25871549578,3.134915458180000045
,,2.059556484222,47,2.459349705022,1499,,,,,3.65842623898,1452,3.65842623898,3.534626201380000037
,,2.459349705022,47,2.85901198458,1499,,,,,4.058208682925,1452,4.058208682925,3.934408645325
,,2.85901198458,47,3.25871549578,1499,,,,,4.4579312784,1452,4.4579312784,4.334131240799999662
,,3.25871549578,47,3.65842623898,1499,,,,,4.85770096,1452,4.85770096,4.73390092240000013
,,3.65842623898,47,4.058208682925,1499,,,,,,,,
,,4.058208682925,47,4.4579312784,1499,,,,,,,,
,,4.4579312784,47,4.85770096,1499,,,,,,,,
,,4.85770096,47,,,,,,,,,,
