numActiveSessions:vector baselineTestQoS.hostSSH[19].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[19].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[19].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[19].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[19].tcp.conn-1995 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[19].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[19].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080571688,51,1.080571688,40,1.1644429704,0.083871282399999996,1.1644502504,40,1.1644502504,0.043522420800000002
0,1,0.080571688,47,1.1644429704,47,1.130571688,40,1.2446630544,0.080220083999999996,1.2446703344,40,1.2446703344,0.040212478400000001
,,1.080571688,87,1.1644502504,87,1.180571688,40,1.3247469056,0.0800838512,1.3247577056,80,1.3247577056,0.0400189336
,,1.1644429704,87,1.2446630544,47,1.230571688,40,1.4047635248,0.080016619199999999,1.4047708048,40,1.3247577056,0.0400189336
,,1.1644502504,47,1.2446703344,87,1.280571688,40,1.484796816,0.080033291199999994,1.484807616,80,1.4047708048,0.040012213599999998
,,1.2446630544,127,1.3247469056,47,1.330571688,40,1.5648265872,0.080029771199999988,1.5648373872,80,1.484807616,0.0400189336
,,1.2446703344,47,1.3247577056,127,1.380571688,40,1.6448432064,0.080016619199999999,1.6448504864,40,1.484807616,0.0400189336
,,1.3247469056,87,1.4047635248,47,1.430571688,40,1.725521656,0.080678449599999979,1.72557188,528,1.5648373872,0.0400189336
,,1.3247577056,47,1.4047708048,87,1.480571688,40,2.8056340088,0.080062128799999992,2.8056412888,40,1.5648373872,0.0400189336
,,1.4047635248,127,1.484796816,47,1.530571688,40,2.885657028,0.080023019199999989,2.885664308,40,1.6448504864,0.040012213599999998
,,1.4047708048,47,1.484807616,127,1.580571688,40,2.9656832792,0.080026251199999981,2.9656940792,80,1.72557188,0.040716987999999995
,,1.484796816,127,1.5648265872,47,2.72557188,40,3.0457062984,0.080023019199999989,3.0457135784,40,2.8056412888,0.040011723200000001
,,1.484807616,47,1.5648373872,127,2.77557188,40,3.1257360696,0.080029771199999988,3.1257468696,80,2.885664308,0.040015413599999993
,,1.5648265872,87,1.6448432064,47,2.82557188,40,3.2057658408,0.080029771199999988,3.2057766408,80,2.9656940792,0.0400189336
,,1.5648373872,47,1.6448504864,87,2.87557188,40,3.28590182,0.080135979199999984,3.2859091,40,2.9656940792,0.0400189336
,,1.6448432064,87,1.725521656,47,2.92557188,40,3.3659577352,0.080055915199999993,3.3660079592,528,3.0457135784,0.040018613600000002
,,1.6448504864,47,1.72557188,575,2.97557188,40,4.446070088,0.080062128799999992,4.446077368,40,3.1257468696,0.04002533359999999
,,1.72557188,47,2.8056340088,47,3.02557188,40,4.5260931072,0.080023019199999989,4.5261003872,40,3.1257468696,0.04002533359999999
,,2.72557188,87,2.8056412888,87,3.07557188,40,4.6061193584,0.080026251199999981,4.6061301584,80,3.2057766408,0.04002533359999999
,,2.8056340088,87,2.885657028,47,3.12557188,40,4.6861458976,0.080026539199999996,4.6861531776,40,3.2057766408,0.04002533359999999
,,2.8056412888,47,2.885664308,87,3.17557188,40,4.7661721488,0.080026251199999981,4.7661829488,80,3.2859091,0.040131573599999997
,,2.885657028,127,2.9656832792,47,3.22557188,40,4.84620192,0.080029771199999988,4.84621272,80,3.3660079592,0.040094453599999996
