numActiveSessions:vector baselineTestQoS.hostFDO[16].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[16].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[16].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[16].tcp.conn-1908 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[16].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[16].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080216728,51,0.080216728,800,0.1661137712,0.085897043199999994,0.1662453072,1452,0.1662453072,0.044233269599999999
0,1,0.080216728,47,0.1661137712,47,,,,,0.2465524312,1452,0.2465524312,0.124540393599999992
0.1662453072,0,0.080217104,847,0.1662453072,1499,,,,,0.445038232,1452,0.445038232,0.32302619440000002
,,0.1662453072,47,0.2465524312,1499,,,,,0.857252989022,1452,0.857252989022,0.735240951421999963
,,0.1662456832,47,0.445038232,1499,,,,,1.256972909022,1452,1.256972909022,1.134960871421999856
,,0.2465524312,47,0.8445518752,47,,,,,1.656772909022,1452,1.656772909022,1.534760871421999787
,,0.445038232,47,0.857252989022,1499,,,,,2.056438564222,1452,2.056438564222,1.934426526621999977
,,0.857252989022,47,1.256972909022,1499,,,,,2.456131785022,1452,2.456131785022,2.334119747422000112
,,1.256972909022,47,1.656772909022,1499,,,,,2.85589406458,1452,2.85589406458,2.733882026979999925
,,1.656772909022,47,2.056438564222,1499,,,,,3.25571149578,1452,3.25571149578,3.133699458179999717
,,2.056438564222,47,2.456131785022,1499,,,,,3.65530831898,1452,3.65530831898,3.533296281380000167
,,2.456131785022,47,2.85589406458,1499,,,,,4.055090762925,1452,4.055090762925,3.933078725325000117
,,2.85589406458,47,3.25571149578,1499,,,,,4.4549332784,1452,4.4549332784,4.33292124079999928
,,3.25571149578,47,3.65530831898,1499,,,,,4.8546244,1452,4.8546244,4.73261236239999936
,,3.65530831898,47,4.055090762925,1499,,,,,,,,
,,4.055090762925,47,4.4549332784,1499,,,,,,,,
,,4.4549332784,47,4.8546244,1499,,,,,,,,
,,4.8546244,47,,,,,,,,,,
