numActiveSessions:vector baselineTestQoS.hostLVD[103].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[103].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[103].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[103].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[103].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[103].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[103].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[103].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[103].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[103].tcp.conn-1865 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[103].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,112,0,240,0,0,0,51,0.0865987376,51,0.0865987376,0.086598737600000002,0.553932710335,0.46733397273499999,0.554264246335,0.36085945513499995
0,1,,,,,,,,,,,0.0865987376,47,0.553932710335,47,,,,,1.452663651413,1.259258860212999926
,,,,,,,,,,,,0.0865991136,247,0.554264246335,1499,,,,,1.457949721822,1.264544930621999791
,,,,,,,,,,,,0.554264246335,47,1.452663651413,1499,,,,,3.275173153022,3.081768361822000187
,,,,,,,,,,,,1.452663651413,47,1.457949721822,1499,,,,,3.280589116,3.087184324799999925
,,,,,,,,,,,,1.457949721822,47,3.275173153022,1499,,,,,3.285902716,3.092497924799999952
,,,,,,,,,,,,3.275173153022,47,3.280589116,1499,,,,,3.291227036,3.09782224479999967
,,,,,,,,,,,,3.280589116,47,3.285902716,1499,,,,,,
,,,,,,,,,,,,3.285902716,47,3.291227036,1499,,,,,,
,,,,,,,,,,,,3.291227036,47,,,,,,,,
