numActiveSessions:vector baselineTestQoS.hostSSH[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[86].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[86].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[86].tcp.conn-2062 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080845048,51,1.080845048,40,1.1651612104,0.084316162400000004,1.1651684904,40,1.1651684904,0.043774340799999991
0,1,0.080845048,47,1.1651612104,47,1.130845048,40,1.2453812944,0.080220083999999996,1.2453885744,40,1.2453885744,0.040212478400000001
,,1.080845048,87,1.1651684904,87,1.180845048,40,1.3256795456,0.080298251200000003,1.3256903456,80,1.3256903456,0.0400189336
,,1.1651612104,87,1.2453812944,47,1.230845048,40,1.4056993648,0.08001981919999998,1.4057066448,40,1.3256903456,0.0400189336
,,1.1651684904,47,1.2453885744,87,1.280845048,40,1.485729456,0.080030091199999986,1.485740256,80,1.4057066448,0.040018613600000002
,,1.2453812944,127,1.3256795456,47,1.330845048,40,1.5657592272,0.080029771199999988,1.5657700272,80,1.485740256,0.0400189336
,,1.2453885744,47,1.3256903456,127,1.380845048,40,1.6457790464,0.08001981919999998,1.6457863264,40,1.485740256,0.0400189336
,,1.3256795456,87,1.4056993648,47,1.430845048,40,1.728855576,0.083076529600000003,1.7289058,528,1.5657700272,0.0400189336
,,1.3256903456,47,1.4057066448,87,1.480845048,40,2.8089288888,0.080023088800000002,2.8089361688,40,1.5657700272,0.0400189336
,,1.4056993648,127,1.485729456,47,1.530845048,40,2.888951908,0.080023019199999989,2.888959188,40,1.6457863264,0.040018613600000002
,,1.4057066448,47,1.485740256,127,1.580845048,40,2.9689813592,0.080029451199999989,2.9689921592,80,1.7289058,0.043115067999999992
,,1.485729456,127,1.5657592272,47,2.7289058,40,3.0490011784,0.08001981919999998,3.0490865384,40,2.8089361688,0.040015483199999993
,,1.485740256,47,1.5657700272,127,2.7789058,40,3.1290341496,0.080032971199999996,3.1291124696,80,2.888959188,0.040015413599999993
,,1.5657592272,87,1.6457790464,47,2.8289058,40,3.2090639208,0.080029771199999988,3.2091380808,80,2.9689921592,0.0400189336
,,1.5657700272,47,1.6457863264,87,2.8789058,40,3.28908374,0.08001981919999998,3.28915982,40,2.9689921592,0.0400189336
,,1.6457790464,87,1.728855576,47,2.9289058,40,3.3692916552,0.080207915199999979,3.3693418792,528,3.0490865384,0.040096693599999996
,,1.6457863264,47,1.7289058,575,2.9789058,40,4.449404008,0.080062128799999992,4.449411288,40,3.1291124696,0.040092853599999991
,,1.7289058,47,2.8089288888,47,3.0289058,40,4.5294270272,0.080023019199999989,4.5294343072,40,3.1291124696,0.040092853599999991
,,2.7289058,87,2.8089361688,87,3.0789058,40,4.6094532784,0.080026251199999981,4.6094640784,80,3.2091380808,0.040088693600000002
,,2.8089288888,87,2.888951908,47,3.1289058,40,4.6894762976,0.080023019199999989,4.6894835776,40,3.2091380808,0.040088693600000002
,,2.8089361688,47,2.888959188,87,3.1789058,40,4.7695060688,0.080029771199999988,4.7695168688,80,3.28915982,0.040087413599999996
,,2.888951908,127,2.9689813592,47,3.2289058,40,4.84953584,0.080029771199999988,4.84954664,80,3.3693418792,0.040246453599999995
,,2.888959188,47,2.9689921592,127,4.3693418792,40,4.9295588592,0.080023019199999989,4.9295661392,40,4.449411288,0.040011723200000001
,,2.9689813592,87,3.0490011784,47,4.4193418792,40,,,,,4.5294343072,0.040015413599999993
,,2.9689921592,47,3.0490865384,87,4.4693418792,40,,,,,4.6094640784,0.0400189336
,,3.0490011784,127,3.1290341496,47,4.5193418792,40,,,,,4.6094640784,0.0400189336
,,3.0490865384,47,3.1291124696,127,4.5693418792,40,,,,,4.6894835776,0.040018613600000002
,,3.1290341496,127,3.2090639208,47,4.6193418792,40,,,,,4.7695168688,0.04002533359999999
,,3.1291124696,47,3.2091380808,127,4.6693418792,40,,,,,4.7695168688,0.04002533359999999
,,3.2090639208,87,3.28908374,47,4.7193418792,40,,,,,4.84954664,0.04002533359999999
,,3.2091380808,47,3.28915982,87,4.7693418792,40,,,,,4.84954664,0.04002533359999999
,,3.28908374,87,3.3692916552,47,4.8193418792,40,,,,,4.9295661392,0.040018613600000002
,,3.28915982,47,3.3693418792,575,4.8693418792,40,,,,,,
,,3.3693418792,47,4.449404008,47,,,,,,,,
,,4.3693418792,87,4.449411288,87,,,,,,,,
,,4.449404008,87,4.5294270272,47,,,,,,,,
,,4.449411288,47,4.5294343072,87,,,,,,,,
,,4.5294270272,127,4.6094532784,47,,,,,,,,
,,4.5294343072,47,4.6094640784,127,,,,,,,,
,,4.6094532784,87,4.6894762976,47,,,,,,,,
,,4.6094640784,47,4.6894835776,87,,,,,,,,
,,4.6894762976,127,4.7695060688,47,,,,,,,,
