numActiveSessions:vector baselineTestQoS.hostLVD[104].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[104].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[104].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[104].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[104].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[104].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[104].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[104].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[104].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[104].tcp.conn-1866 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[104].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,128,0,240,0,0,0,51,0.0868028176,51,0.0868028176,0.086802817599999998,0.55945958,0.472656762399999983,0.559791116,0.365362804799999939
0,1,,,,,,,,,,,0.0868028176,47,0.55945958,47,,,,,1.463334776735,1.268906465534999745
,,,,,,,,,,,,0.0868031936,247,0.559791116,1499,,,,,1.4687265736,1.274298262399999876
,,,,,,,,,,,,0.559791116,47,1.463334776735,1499,,,,,3.296627489822,3.10219917862199955
,,,,,,,,,,,,1.463334776735,47,1.4687265736,1499,,,,,3.301961134622,3.107532823421999865
,,,,,,,,,,,,1.4687265736,47,3.296627489822,1499,,,,,3.307285870622,3.112857559421999357
,,,,,,,,,,,,3.296627489822,47,3.301961134622,1499,,,,,3.312630688444,3.11820237724399972
,,,,,,,,,,,,3.301961134622,47,3.307285870622,1499,,,,,,
,,,,,,,,,,,,3.307285870622,47,3.312630688444,1499,,,,,,
,,,,,,,,,,,,3.312630688444,47,,,,,,,,
