numActiveSessions:vector baselineTestQoS.hostLVD[100].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[100].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[100].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[100].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[100].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[100].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[100].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[100].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[100].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[100].tcp.conn-1862 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[100].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,123,0,240,0,0,0,51,0.0860864976,51,0.0860864976,0.086086497600000005,0.53733134,0.451244842399999955,0.537662876,0.347428644800000018
0,1,,,,,,,,,,,0.0860864976,47,0.53733134,47,,,,,1.420527557822,1.230293326621999745
,,,,,,,,,,,,0.0860868736,247,0.537662876,1499,,,,,1.425917237022,1.235683005822000075
,,,,,,,,,,,,0.537662876,47,1.420527557822,1499,,,,,3.2108990568,3.020664825599999925
,,,,,,,,,,,,1.420527557822,47,1.425917237022,1499,,,,,3.216288605822,3.02605437462199943
,,,,,,,,,,,,1.425917237022,47,3.2108990568,1499,,,,,3.221622250622,3.031388019421999745
,,,,,,,,,,,,3.2108990568,47,3.216288605822,1499,,,,,3.227048185822,3.036813954621999645
,,,,,,,,,,,,3.216288605822,47,3.221622250622,1499,,,,,,
,,,,,,,,,,,,3.221622250622,47,3.227048185822,1499,,,,,,
,,,,,,,,,,,,3.227048185822,47,,,,,,,,
