numActiveSessions:vector baselineTestQoS.hostSSH[89].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[89].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[89].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[89].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[89].tcp.conn-2065 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[89].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[89].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080857288,51,1.080857288,40,1.1651933704,0.084336082399999983,1.1652006504,40,1.1652006504,0.043785620799999993
0,1,0.080857288,47,1.1651933704,47,1.130857288,40,1.2454134544,0.080220083999999996,1.2454207344,40,1.2454207344,0.040212478400000001
,,1.080857288,87,1.1652006504,87,1.180857288,40,1.3257213056,0.080307851200000001,1.3257321056,80,1.3257321056,0.0400189336
,,1.1651933704,87,1.2454134544,47,1.230857288,40,1.4057443248,0.080023019199999989,1.4057516048,40,1.3257321056,0.0400189336
,,1.1652006504,47,1.2454207344,87,1.280857288,40,1.485771216,0.080026891200000005,1.485782016,80,1.4057516048,0.040018613600000002
,,1.2454134544,127,1.3257213056,47,1.330857288,40,1.5658009872,0.080029771199999988,1.5658117872,80,1.485782016,0.0400189336
,,1.2454207344,47,1.3257321056,127,1.380857288,40,1.6458240064,0.080023019199999989,1.6458312864,40,1.485782016,0.0400189336
,,1.3257213056,87,1.4057443248,47,1.430857288,40,1.729004856,0.083180849599999994,1.72905508,528,1.5658117872,0.0400189336
,,1.3257321056,47,1.4057516048,87,1.480857288,40,2.8091231392,0.080068059199999985,2.8091304192,40,1.5658117872,0.0400189336
,,1.4057443248,127,1.485771216,47,1.530857288,40,2.8891483984,0.080025259200000003,2.8891556784,40,1.6458312864,0.040018613600000002
,,1.4057516048,47,1.485782016,127,1.580857288,40,2.9691746496,0.080026251199999981,2.9691854496,80,1.72905508,0.043219387999999997
,,1.485771216,127,1.5658009872,47,2.72905508,40,3.0491976688,0.080023019199999989,3.0492049488,40,2.8091304192,0.040017653599999994
,,1.485782016,47,1.5658117872,127,2.77905508,40,3.12922744,0.080029771199999988,3.12923824,80,2.8891556784,0.040017653599999994
,,1.5658009872,87,1.6458240064,47,2.82905508,40,3.2092572112,0.080029771199999988,3.2092680112,80,2.9691854496,0.0400189336
,,1.5658117872,47,1.6458312864,87,2.87905508,40,3.2892802304,0.080023019199999989,3.2892875104,40,2.9691854496,0.0400189336
,,1.6458240064,87,1.729004856,47,2.92905508,40,3.3694409352,0.080160704799999982,3.3694911592,528,3.0492049488,0.040018613600000002
,,1.6458312864,47,1.72905508,575,2.97905508,40,4.449514248,0.080023088800000002,4.449521528,40,3.12923824,0.04002533359999999
,,1.72905508,47,2.8091231392,47,3.02905508,40,4.5295372672,0.080023019199999989,4.5295445472,40,3.12923824,0.04002533359999999
,,2.72905508,87,2.8091304192,87,3.07905508,40,4.6095667184,0.080029451199999989,4.6095775184,80,3.2092680112,0.04002533359999999
,,2.8091231392,87,2.8891483984,47,3.12905508,40,4.6895865376,0.08001981919999998,4.6896718976,40,3.2092680112,0.04002533359999999
,,2.8091304192,47,2.8891556784,87,3.17905508,40,4.7696195088,0.080032971199999996,4.7697019888,80,3.2892875104,0.040018613600000002
,,2.8891483984,127,2.9691746496,47,3.22905508,40,4.84964928,0.080029771199999988,4.84973176,80,3.3694911592,0.040199243199999998
,,2.8891556784,47,2.9691854496,127,4.3694911592,40,4.9296690992,0.08001981919999998,4.9297544592,40,4.449521528,0.040015483199999993
,,2.9691746496,87,3.0491976688,47,4.4194911592,40,,,,,4.5295445472,0.040015413599999993
,,2.9691854496,47,3.0492049488,87,4.4694911592,40,,,,,4.6095775184,0.0400189336
,,3.0491976688,127,3.12922744,47,4.5194911592,40,,,,,4.6095775184,0.0400189336
,,3.0492049488,47,3.12923824,127,4.5694911592,40,,,,,4.6896718976,0.040096693599999996
,,3.12922744,127,3.2092572112,47,4.6194911592,40,,,,,4.7697019888,0.040097013599999994
,,3.12923824,47,3.2092680112,127,4.6694911592,40,,,,,4.7697019888,0.040097013599999994
,,3.2092572112,87,3.2892802304,47,4.7194911592,40,,,,,4.84973176,0.040097013599999994
,,3.2092680112,47,3.2892875104,87,4.7694911592,40,,,,,4.84973176,0.040097013599999994
,,3.2892802304,87,3.3694409352,47,4.8194911592,40,,,,,4.9297544592,0.040096693599999996
,,3.2892875104,47,3.3694911592,575,4.8694911592,40,,,,,,
,,3.3694911592,47,4.449514248,47,,,,,,,,
,,4.3694911592,87,4.449521528,87,,,,,,,,
,,4.449514248,87,4.5295372672,47,,,,,,,,
,,4.449521528,47,4.5295445472,87,,,,,,,,
,,4.5295372672,127,4.6095667184,47,,,,,,,,
,,4.5295445472,47,4.6095775184,127,,,,,,,,
,,4.6095667184,87,4.6895865376,47,,,,,,,,
,,4.6095775184,47,4.6896718976,87,,,,,,,,
,,4.6895865376,127,4.7696195088,47,,,,,,,,
,,4.6896718976,47,4.7697019888,127,,,,,,,,
,,4.7696195088,127,4.84964928,47,,,,,,,,
,,4.7697019888,47,4.84973176,127,,,,,,,,
,,4.84964928,87,4.9296690992,47,,,,,,,,
,,4.84973176,47,4.9297544592,87,,,,,,,,
,,4.9296690992,87,,,,,,,,,,
,,4.9297544592,47,,,,,,,,,,
