numActiveSessions:vector baselineTestQoS.hostSSH[51].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[51].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[51].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[51].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[51].tcp.conn-2027 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[51].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[51].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080702248,51,1.080702248,40,1.1647860104,0.084083762399999983,1.1647932904,40,1.1647932904,0.043642740799999995
0,1,0.080702248,47,1.1647860104,47,1.130702248,40,1.2450060944,0.080220083999999996,1.2450133744,40,1.2450133744,0.040212478400000001
,,1.080702248,87,1.1647932904,87,1.180702248,40,1.3251923456,0.080186251200000002,1.3252031456,80,1.3252031456,0.0400189336
,,1.1647860104,87,1.2450060944,47,1.230702248,40,1.4052089648,0.080016619199999999,1.4052162448,40,1.3252031456,0.0400189336
,,1.1647932904,47,1.2450133744,87,1.280702248,40,1.485242256,0.080033291199999994,1.485253056,80,1.4052162448,0.040012213599999998
,,1.2450060944,127,1.3251923456,47,1.330702248,40,1.5652720272,0.080029771199999988,1.5652828272,80,1.485253056,0.0400189336
,,1.2450133744,47,1.3252031456,127,1.380702248,40,1.6453829664,0.08011093919999998,1.6453902464,40,1.485253056,0.0400189336
,,1.3251923456,87,1.4052089648,47,1.430702248,40,1.727113976,0.081731009599999987,1.7271642,528,1.5652828272,0.0400189336
,,1.3252031456,47,1.4052162448,87,1.480702248,40,2.8072263288,0.080062128799999992,2.8072336088,40,1.5652828272,0.0400189336
,,1.4052089648,127,1.485242256,47,1.530702248,40,2.887249348,0.080023019199999989,2.887256628,40,1.6453902464,0.040106533599999993
,,1.4052162448,47,1.485253056,127,1.580702248,40,2.9672755992,0.080026251199999981,2.9672863992,80,1.7271642,0.041769547999999989
,,1.485242256,127,1.5652720272,47,2.7271642,40,3.0472986184,0.080023019199999989,3.0473058984,40,2.8072336088,0.040011723200000001
,,1.485253056,47,1.5652828272,127,2.7771642,40,3.1273283896,0.080029771199999988,3.1273391896,80,2.887256628,0.040015413599999993
,,1.5652720272,87,1.6453829664,47,2.8271642,40,3.2073581608,0.080029771199999988,3.2073689608,80,2.9672863992,0.0400189336
,,1.5652828272,47,1.6453902464,87,2.8771642,40,3.28738118,0.080023019199999989,3.28738846,40,2.9672863992,0.0400189336
,,1.6453829664,87,1.727113976,47,2.9271642,40,3.3675500552,0.080168875199999988,3.3676002792,528,3.0473058984,0.040018613600000002
,,1.6453902464,47,1.7271642,575,2.9771642,40,4.4476651384,0.080064859200000004,4.4476724184,40,3.1273391896,0.04002533359999999
,,1.7271642,47,2.8072263288,47,3.0271642,40,4.5276881576,0.080023019199999989,4.5276954376,40,3.1273391896,0.04002533359999999
,,2.7271642,87,2.8072336088,87,3.0771642,40,4.6077240088,0.080035851199999979,4.6077348088,80,3.2073689608,0.04002533359999999
,,2.8072263288,87,2.887249348,47,3.1271642,40,4.687740948,0.080016939199999997,4.6877810176,40,3.2073689608,0.04002533359999999
,,2.8072336088,47,2.887256628,87,3.1771642,40,4.7677739192,0.080032971199999996,4.7678111088,80,3.28738846,0.040018613600000002
,,2.887249348,127,2.9672755992,47,3.2271642,40,4.8478036904,0.080029771199999988,4.84784088,80,3.3676002792,0.040207413599999991
,,2.887256628,47,2.9672863992,127,4.3676002792,40,4.9278206296,0.080016939199999997,4.9278635792,40,4.4476724184,0.040057253599999995
,,2.9672755992,87,3.0472986184,47,4.4176002792,40,,,,,4.5276954376,0.040015413599999993
,,2.9672863992,47,3.0473058984,87,4.4676002792,40,,,,,4.6077348088,0.0400189336
,,3.0472986184,127,3.1273283896,47,4.5176002792,40,,,,,4.6077348088,0.0400189336
,,3.0473058984,47,3.1273391896,127,4.5676002792,40,,,,,4.6877810176,0.040048203199999993
,,3.1273283896,127,3.2073581608,47,4.6176002792,40,,,,,4.7678111088,0.040045323199999996
,,3.1273391896,47,3.2073689608,127,4.6676002792,40,,,,,4.7678111088,0.040045323199999996
,,3.2073581608,87,3.28738118,47,4.7176002792,40,,,,,4.84784088,0.040045323199999996
,,3.2073689608,47,3.28738846,87,4.7676002792,40,,,,,4.84784088,0.040045323199999996
,,3.28738118,87,3.3675500552,47,4.8176002792,40,,,,,4.9278635792,0.040051083199999989
,,3.28738846,47,3.3676002792,575,4.8676002792,40,,,,,,
,,3.3676002792,47,4.4476651384,47,,,,,,,,
,,4.3676002792,87,4.4476724184,87,,,,,,,,
,,4.4476651384,87,4.5276881576,47,,,,,,,,
,,4.4476724184,47,4.5276954376,87,,,,,,,,
,,4.5276881576,127,4.6077240088,47,,,,,,,,
,,4.5276954376,47,4.6077348088,127,,,,,,,,
,,4.6077240088,87,4.687740948,47,,,,,,,,
