numActiveSessions:vector baselineTestQoS.hostFDO[9].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[9].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[9].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[9].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[9].tcp.conn-1901 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[9].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[9].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080188168,51,0.080188168,800,0.1652480112,0.085059843199999984,0.1653795472,1452,0.1653795472,0.043868149600000003
0,1,0.080188168,47,0.1652480112,47,,,,,0.2457129912,1452,0.2457129912,0.124201593599999992
0.1653795472,0,0.080188544,847,0.1653795472,1499,,,,,0.444198792,1452,0.444198792,0.322687394399999936
,,0.1653795472,47,0.2457129912,1499,,,,,0.856313549022,1452,0.856313549022,0.734802151422000001
,,0.1653799232,47,0.444198792,1499,,,,,1.256133469022,1452,1.256133469022,1.134622071421999663
,,0.2457129912,47,0.8437255552,47,,,,,1.655813549022,1452,1.655813549022,1.534302151422000097
,,0.444198792,47,0.856313549022,1499,,,,,2.055599124222,1452,2.055599124222,1.934087726621999785
,,0.856313549022,47,1.256133469022,1499,,,,,2.455292345022,1452,2.455292345022,2.333780947421999475
,,1.256133469022,47,1.655813549022,1499,,,,,2.85505462458,1452,2.85505462458,2.73354322698000017
,,1.655813549022,47,2.055599124222,1499,,,,,3.25487205578,1452,3.25487205578,3.133360658179999965
,,2.055599124222,47,2.455292345022,1499,,,,,3.6544628864,1452,3.6544628864,3.532951488800000187
,,2.455292345022,47,2.85505462458,1499,,,,,4.054251322925,1452,4.054251322925,3.932739925324999482
,,2.85505462458,47,3.25487205578,1499,,,,,4.4540938384,1452,4.4540938384,4.33258244079999953
,,3.25487205578,47,3.6544628864,1499,,,,,4.85377896,1452,4.85377896,4.732267562399998775
,,3.6544628864,47,4.054251322925,1499,,,,,,,,
,,4.054251322925,47,4.4540938384,1499,,,,,,,,
,,4.4540938384,47,4.85377896,1499,,,,,,,,
,,4.85377896,47,,,,,,,,,,
