numActiveSessions:vector baselineTestQoS.hostFDO[6].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[6].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[6].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[6].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[6].tcp.conn-1898 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[6].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[6].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080175928,51,0.080175928,800,0.1648769712,0.084701043199999992,0.1650085072,1452,0.1650085072,0.043711669600000002
0,1,0.080175928,47,0.1648769712,47,,,,,0.2453532312,1452,0.2453532312,0.12405639359999998
0.1650085072,0,0.080176304,847,0.1650085072,1499,,,,,0.443719112,1452,0.443719112,0.322422274399999929
,,0.1650085072,47,0.2453532312,1499,,,,,0.855953789022,1452,0.855953789022,0.734656951422000045
,,0.1650088832,47,0.443719112,1499,,,,,1.255673709022,1452,1.255673709022,1.134376871421999938
,,0.2453532312,47,0.8433142752,47,,,,,1.655453789022,1452,1.655453789022,1.534156951421999696
,,0.443719112,47,0.855953789022,1499,,,,,2.055139364222,1452,2.055139364222,1.933842526622000058
,,0.855953789022,47,1.255673709022,1499,,,,,2.454932585022,1452,2.454932585022,2.333635747421999962
,,1.255673709022,47,1.655453789022,1499,,,,,2.85469486458,1452,2.85469486458,2.73339802697999977
,,1.655453789022,47,2.055139364222,1499,,,,,3.25451229578,1452,3.25451229578,3.13321545817999957
,,2.055139364222,47,2.454932585022,1499,,,,,3.6541031264,1452,3.6541031264,3.532806288799999782
,,2.454932585022,47,2.85469486458,1499,,,,,4.053891562925,1452,4.053891562925,3.932594725324999967
,,2.85469486458,47,3.25451229578,1499,,,,,4.4537340784,1452,4.4537340784,4.332437240799999132
,,3.25451229578,47,3.6541031264,1499,,,,,4.8534192,1452,4.8534192,4.732122362400000145
,,3.6541031264,47,4.053891562925,1499,,,,,,,,
,,4.053891562925,47,4.4537340784,1499,,,,,,,,
,,4.4537340784,47,4.8534192,1499,,,,,,,,
,,4.8534192,47,,,,,,,,,,
