numActiveSessions:vector baselineTestQoS.hostLVD[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[35].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[35].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[35].tcp.conn-1797 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[35].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,122,0,240,0,0,0,51,0.081028648,51,0.081028648,0.08102864799999998,0.178469644,0.097440996000000001,0.17880118,0.051442182399999994
0,1,,,,,,,,,,,0.081028648,47,0.178469644,47,,,,,0.724572644,0.597213646399999961
,,,,,,,,,,,,0.081029024,247,0.17880118,1499,,,,,0.729894004,0.602535006399999903
,,,,,,,,,,,,0.17880118,47,0.724572644,1499,,,,,1.784589113535,1.657230115935000018
,,,,,,,,,,,,0.724572644,47,0.729894004,1499,,,,,1.7898797112,1.66252071359999975
,,,,,,,,,,,,0.729894004,47,1.784589113535,1499,,,,,1.7952934288,1.667934431199999951
,,,,,,,,,,,,1.784589113535,47,1.7898797112,1499,,,,,1.800638631422,1.673279633821999726
,,,,,,,,,,,,1.7898797112,47,1.7952934288,1499,,,,,3.799874061519,3.672515063918999607
,,,,,,,,,,,,1.7952934288,47,1.800638631422,1499,,,,,3.8051596848,3.677800687199999507
,,,,,,,,,,,,1.800638631422,47,3.799874061519,1499,,,,,,
,,,,,,,,,,,,3.799874061519,47,3.8051596848,1499,,,,,,
,,,,,,,,,,,,3.8051596848,47,3.8105402552,1499,,,,,,
,,,,,,,,,,,,3.8105402552,47,3.81588488778,1499,,,,,,
,,,,,,,,,,,,3.81588488778,47,3.821244232,1499,,,,,,
,,,,,,,,,,,,3.821244232,47,,,,,,,,
