numActiveSessions:vector baselineTestQoS.hostLVD[49].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[49].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[49].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[49].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[49].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[49].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[49].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[49].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[49].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[49].tcp.conn-1811 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[49].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,123,0,240,0,0,0,51,0.081085768,51,0.081085768,0.081085768000000002,0.2558090936,0.174723325599999978,0.2560406296,0.119296958399999985
0,1,,,,,,,,,,,0.081085768,47,0.2558090936,47,,,,,0.8744182008,0.737674529600000014
,,,,,,,,,,,,0.081086144,247,0.2560406296,1499,,,,,0.879854681022,0.743111009821999953
,,,,,,,,,,,,0.2560406296,47,0.8744182008,1499,,,,,2.0843153848,1.947571713599999913
,,,,,,,,,,,,0.8744182008,47,0.879854681022,1499,,,,,2.0897264768,1.952982805600000031
,,,,,,,,,,,,0.879854681022,47,2.0843153848,1499,,,,,2.095071125813,1.958327454612999831
,,,,,,,,,,,,2.0843153848,47,2.0897264768,1499,,,,,2.100458395422,1.963714724222000097
,,,,,,,,,,,,2.0897264768,47,2.095071125813,1499,,,,,4.099611746319,3.962868075119000175
,,,,,,,,,,,,2.095071125813,47,2.100458395422,1499,,,,,,
,,,,,,,,,,,,2.100458395422,47,4.099611746319,1499,,,,,,
,,,,,,,,,,,,4.099611746319,47,4.104944232,1499,,,,,,
,,,,,,,,,,,,4.104944232,47,4.110323214044,1499,,,,,,
,,,,,,,,,,,,4.110323214044,47,4.115691006925,1499,,,,,,
,,,,,,,,,,,,4.115691006925,47,4.121044232,1499,,,,,,
,,,,,,,,,,,,4.121044232,47,,,,,,,,
