numActiveSessions:vector baselineTestQoS.hostLVD[34].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[34].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[34].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[34].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[34].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[34].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[34].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[34].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[34].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[34].tcp.conn-1796 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[34].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,109,0,240,0,0,0,51,0.081024568,51,0.081024568,0.081024567999999991,0.1746476912,0.09362312319999999,0.1747792272,0.047928789599999993
0,1,,,,,,,,,,,0.081024568,47,0.1746476912,47,,,,,0.713841632,0.586991194399999913
,,,,,,,,,,,,0.081024944,247,0.1747792272,1499,,,,,0.719176913022,0.592326475421999895
,,,,,,,,,,,,0.1747792272,47,0.713841632,1499,,,,,1.7631622472,1.636311809599999991
,,,,,,,,,,,,0.713841632,47,0.719176913022,1499,,,,,1.76847214,1.641621702399999707
,,,,,,,,,,,,0.719176913022,47,1.7631622472,1499,,,,,1.773816789013,1.646966351412999957
,,,,,,,,,,,,1.7631622472,47,1.76847214,1499,,,,,1.779204058622,1.652353621021999778
,,,,,,,,,,,,1.76847214,47,1.773816789013,1499,,,,,,
,,,,,,,,,,,,1.773816789013,47,1.779204058622,1499,,,,,,
,,,,,,,,,,,,1.779204058622,47,3.783783116,1499,,,,,,
,,,,,,,,,,,,3.783783116,47,3.789116776222,1499,,,,,,
,,,,,,,,,,,,3.789116776222,47,3.794442696222,1499,,,,,,
,,,,,,,,,,,,3.794442696222,47,,,,,,,,
