numActiveSessions:vector baselineTestQoS.hostSSH[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[43].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[43].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[43].tcp.conn-2019 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[43].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080669608,51,1.080669608,40,1.1647002504,0.084030642399999993,1.1647075304,40,1.1647075304,0.043612660799999994
0,1,0.080669608,47,1.1647002504,47,1.130669608,40,1.2449203344,0.080220083999999996,1.2449276144,40,1.2449276144,0.040212478400000001
,,1.080669608,87,1.1647075304,87,1.180669608,40,1.3250809856,0.080160651199999987,1.3250917856,80,1.3250917856,0.0400189336
,,1.1647002504,87,1.2449203344,47,1.230669608,40,1.4050976048,0.080016619199999999,1.4051048848,40,1.3250917856,0.0400189336
,,1.1647075304,47,1.2449276144,87,1.280669608,40,1.485130896,0.080033291199999994,1.485141696,80,1.4051048848,0.040012213599999998
,,1.2449203344,127,1.3250809856,47,1.330669608,40,1.5651606672,0.080029771199999988,1.5651714672,80,1.485141696,0.0400189336
,,1.2449276144,47,1.3250917856,127,1.380669608,40,1.6451772864,0.080016619199999999,1.6451845664,40,1.485141696,0.0400189336
,,1.3250809856,87,1.4050976048,47,1.430669608,40,1.726715896,0.081538609600000005,1.72676612,528,1.5651714672,0.0400189336
,,1.3250917856,47,1.4051048848,87,1.480669608,40,2.8068282488,0.080062128799999992,2.8068355288,40,1.5651714672,0.0400189336
,,1.4050976048,127,1.485130896,47,1.530669608,40,2.886851268,0.080023019199999989,2.886858548,40,1.6451845664,0.040012213599999998
,,1.4051048848,47,1.485141696,127,1.580669608,40,2.9668775192,0.080026251199999981,2.9668883192,80,1.72676612,0.041577147999999994
,,1.485130896,127,1.5651606672,47,2.72676612,40,3.0469005384,0.080023019199999989,3.0469078184,40,2.8068355288,0.040011723200000001
,,1.485141696,47,1.5651714672,127,2.77676612,40,3.1269303096,0.080029771199999988,3.1269411096,80,2.886858548,0.040015413599999993
,,1.5651606672,87,1.6451772864,47,2.82676612,40,3.2069600808,0.080029771199999988,3.2069708808,80,2.9668883192,0.0400189336
,,1.5651714672,47,1.6451845664,87,2.87676612,40,3.2869831,0.080023019199999989,3.28699038,40,2.9668883192,0.0400189336
,,1.6451772864,87,1.726715896,47,2.92676612,40,3.3671519752,0.080168875199999988,3.3672021992,528,3.0469078184,0.040018613600000002
,,1.6451845664,47,1.72676612,575,2.97676612,40,4.447264328,0.080062128799999992,4.447271608,40,3.1269411096,0.04002533359999999
,,1.72676612,47,2.8068282488,47,3.02676612,40,4.5272873472,0.080023019199999989,4.5272946272,40,3.1269411096,0.04002533359999999
,,2.72676612,87,2.8068355288,87,3.07676612,40,4.6073135984,0.080026251199999981,4.6073243984,80,3.2069708808,0.04002533359999999
,,2.8068282488,87,2.886851268,47,3.12676612,40,4.6873401376,0.080026539199999996,4.6873474176,40,3.2069708808,0.04002533359999999
,,2.8068355288,47,2.886858548,87,3.17676612,40,4.7673663888,0.080026251199999981,4.7673771888,80,3.28699038,0.040018613600000002
,,2.886851268,127,2.9668775192,47,3.22676612,40,4.84739616,0.080029771199999988,4.84740696,80,3.3672021992,0.040207413599999991
,,2.886858548,47,2.9668883192,127,4.3672021992,40,4.9274226992,0.080026539199999996,4.9274299792,40,4.447271608,0.040011723200000001
,,2.9668775192,87,3.0469005384,47,4.4172021992,40,,,,,4.5272946272,0.040015413599999993
,,2.9668883192,47,3.0469078184,87,4.4672021992,40,,,,,4.6073243984,0.0400189336
,,3.0469005384,127,3.1269303096,47,4.5172021992,40,,,,,4.6073243984,0.0400189336
,,3.0469078184,47,3.1269411096,127,4.5672021992,40,,,,,4.6873474176,0.040015413599999993
,,3.1269303096,127,3.2069600808,47,4.6172021992,40,,,,,4.7673771888,0.0400189336
,,3.1269411096,47,3.2069708808,127,4.6672021992,40,,,,,4.7673771888,0.0400189336
,,3.2069600808,87,3.2869831,47,4.7172021992,40,,,,,4.84740696,0.0400189336
,,3.2069708808,47,3.28699038,87,4.7672021992,40,,,,,4.84740696,0.0400189336
,,3.2869831,87,3.3671519752,47,4.8172021992,40,,,,,4.9274299792,0.040015413599999993
,,3.28699038,47,3.3672021992,575,4.8672021992,40,,,,,,
,,3.3672021992,47,4.447264328,47,,,,,,,,
,,4.3672021992,87,4.447271608,87,,,,,,,,
,,4.447264328,87,4.5272873472,47,,,,,,,,
,,4.447271608,47,4.5272946272,87,,,,,,,,
,,4.5272873472,127,4.6073135984,47,,,,,,,,
,,4.5272946272,47,4.6073243984,127,,,,,,,,
,,4.6073135984,87,4.6873401376,47,,,,,,,,
,,4.6073243984,47,4.6873474176,87,,,,,,,,
,,4.6873401376,127,4.7673663888,47,,,,,,,,
,,4.6873474176,47,4.7673771888,127,,,,,,,,
,,4.7673663888,127,4.84739616,47,,,,,,,,
,,4.7673771888,47,4.84740696,127,,,,,,,,
,,4.84739616,87,4.9274226992,47,,,,,,,,
,,4.84740696,47,4.9274299792,87,,,,,,,,
,,4.9274226992,87,,,,,,,,,,
,,4.9274299792,47,,,,,,,,,,
