numActiveSessions:vector baselineTestQoS.hostSSH[143].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[143].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[143].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[143].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[143].tcp.conn-2119 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[143].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[143].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.0940660176,51,1.0940660176,40,2.540652093022,1.446586075421999676,2.540775533022,40,2.540775533022,1.40669782982199986
0,1,0.0940660176,47,2.540652093022,47,1.1440660176,40,4.6839707928,2.143318699777999816,4.6842526968,888,4.6842526968,2.102960790177999852
,,1.0940660176,87,2.540775533022,87,1.1940660176,40,,,,,4.6842526968,2.102960790177999852
,,2.540652093022,447,4.6839707928,47,1.2440660176,40,,,,,4.6842526968,2.102960790177999852
,,2.540775533022,47,4.6842526968,935,1.2940660176,40,,,,,4.6842526968,2.102960790177999852
,,4.6842526968,47,,,1.3440660176,40,,,,,4.6842526968,2.102960790177999852
,,,,,,1.3940660176,40,,,,,4.6842526968,2.102960790177999852
,,,,,,1.4440660176,40,,,,,4.6842526968,2.102960790177999852
,,,,,,1.4940660176,40,,,,,4.6842526968,2.102960790177999852
,,,,,,1.5440660176,40,,,,,4.6842526968,2.102960790177999852
,,,,,,1.5940660176,40,,,,,4.6842526968,2.102960790177999852
