numActiveSessions:vector baselineTestQoS.hostFDO[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[1].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[1].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[1].tcp.conn-1893 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080155528,51,0.080155528,800,0.1642585712,0.084103043200000004,0.1643901072,1452,0.1643901072,0.043450869599999996
0,1,0.080155528,47,0.1642585712,47,,,,,0.2446299512,1452,0.2446299512,0.123690713600000001
0.1643901072,0,0.080155904,847,0.1643901072,1499,,,,,0.443115752,1452,0.443115752,0.322176514399999945
,,0.1643901072,47,0.2446299512,1499,,,,,0.855354189022,1452,0.855354189022,0.73441495142199997
,,0.1643904832,47,0.443115752,1499,,,,,1.255074109022,1452,1.255074109022,1.134134871421999863
,,0.2446299512,47,0.8426954752,47,,,,,1.654854189022,1452,1.654854189022,1.533914951422000066
,,0.443115752,47,0.855354189022,1499,,,,,2.054533764222,1452,2.054533764222,1.933594526622000035
,,0.855354189022,47,1.255074109022,1499,,,,,2.454326985022,1452,2.454326985022,2.333387747421999932
,,1.255074109022,47,1.654854189022,1499,,,,,2.85398926458,1452,2.85398926458,2.733050026979999977
,,1.654854189022,47,2.054533764222,1499,,,,,3.25379277578,1452,3.25379277578,3.13285353818
,,2.054533764222,47,2.454326985022,1499,,,,,3.6535035264,1452,3.6535035264,3.532564288799999712
,,2.454326985022,47,2.85398926458,1499,,,,,4.053191962925,1452,4.053191962925,3.932252725325000127
,,2.85398926458,47,3.25379277578,1499,,,,,4.4530145584,1452,4.4530145584,4.332075320799999555
,,3.25379277578,47,3.6535035264,1499,,,,,4.85272712,1452,4.85272712,4.731787882399999005
,,3.6535035264,47,4.053191962925,1499,,,,,,,,
,,4.053191962925,47,4.4530145584,1499,,,,,,,,
,,4.4530145584,47,4.85272712,1499,,,,,,,,
,,4.85272712,47,,,,,,,,,,
