numActiveSessions:vector baselineTestQoS.hostLVD[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[44].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[44].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[44].tcp.conn-1806 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,129,0,240,0,0,0,51,0.081065368,51,0.081065368,0.081065367999999998,0.228169244,0.147103875999999966,0.22842054,0.096993212800000005
0,1,,,,,,,,,,,0.081065368,47,0.228169244,47,,,,,0.820927302335,0.68949997513499994
,,,,,,,,,,,,0.081065744,247,0.22842054,1499,,,,,0.8263190992,0.694891771999999848
,,,,,,,,,,,,0.22842054,47,0.820927302335,1499,,,,,1.977308925022,1.845881597821999781
,,,,,,,,,,,,0.820927302335,47,0.8263190992,1499,,,,,1.982690205822,1.851262878621999776
,,,,,,,,,,,,0.8263190992,47,1.977308925022,1499,,,,,1.987985827422,1.856558500221999963
,,,,,,,,,,,,1.977308925022,47,1.982690205822,1499,,,,,1.993392969022,1.861965641822000077
,,,,,,,,,,,,1.982690205822,47,1.987985827422,1499,,,,,,
,,,,,,,,,,,,1.987985827422,47,1.993392969022,1499,,,,,,
,,,,,,,,,,,,1.993392969022,47,3.997943134044,1499,,,,,,
,,,,,,,,,,,,3.997943134044,47,4.0032342752,1499,,,,,,
,,,,,,,,,,,,4.0032342752,47,4.008596119222,1499,,,,,,
,,,,,,,,,,,,4.008596119222,47,4.013952122925,1499,,,,,,
,,,,,,,,,,,,4.013952122925,47,,,,,,,,
