numActiveSessions:vector baselineTestQoS.hostSSH[14].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[14].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[14].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[14].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[14].tcp.conn-1990 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[14].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[14].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080551288,51,1.080551288,40,1.1643893704,0.083838082399999985,1.1643966504,40,1.1643966504,0.043503620799999989
0,1,0.080551288,47,1.1643893704,47,1.130551288,40,1.2446094544,0.080220083999999996,1.2446167344,40,1.2446167344,0.040212478400000001
,,1.080551288,87,1.1643966504,87,1.180551288,40,1.3246773056,0.080067851199999983,1.3246881056,80,1.3246881056,0.0400189336
,,1.1643893704,87,1.2446094544,47,1.230551288,40,1.4046971248,0.08001981919999998,1.4047044048,40,1.3246881056,0.0400189336
,,1.1643966504,47,1.2446167344,87,1.280551288,40,1.484727216,0.080030091199999986,1.484738016,80,1.4047044048,0.040018613600000002
,,1.2446094544,127,1.3246773056,47,1.330551288,40,1.5647569872,0.080029771199999988,1.5647677872,80,1.484738016,0.0400189336
,,1.2446167344,47,1.3246881056,127,1.380551288,40,1.6447768064,0.08001981919999998,1.6447840864,40,1.484738016,0.0400189336
,,1.3246773056,87,1.4046971248,47,1.430551288,40,1.725272856,0.08049604959999998,1.72532308,528,1.5647677872,0.0400189336
,,1.3246881056,47,1.4047044048,87,1.480551288,40,2.8053461688,0.080023088800000002,2.8053534488,40,1.5647677872,0.0400189336
,,1.4046971248,127,1.484727216,47,1.530551288,40,2.885369188,0.080023019199999989,2.885376468,40,1.6447840864,0.040018613600000002
,,1.4047044048,47,1.484738016,127,1.580551288,40,2.9653986392,0.080029451199999989,2.9654094392,80,1.72532308,0.040534587999999996
,,1.484727216,127,1.5647569872,47,2.72532308,40,3.0454184584,0.08001981919999998,3.0455038184,40,2.8053534488,0.040015483199999993
,,1.484738016,47,1.5647677872,127,2.77532308,40,3.1254514296,0.080032971199999996,3.1255339096,80,2.885376468,0.040015413599999993
,,1.5647569872,87,1.6447768064,47,2.82532308,40,3.2055909608,0.080139531200000002,3.2056017608,80,2.9654094392,0.0400189336
,,1.5647677872,47,1.6447840864,87,2.87532308,40,3.285608156,0.080017195200000001,3.28562446,40,2.9654094392,0.0400189336
,,1.6447768064,87,1.725272856,47,2.92532308,40,3.3657089352,0.080100779199999999,3.3657591592,528,3.0455038184,0.040096693599999996
,,1.6447840864,47,1.72532308,575,2.97532308,40,4.445782248,0.080023088800000002,4.445789528,40,3.1255339096,0.040097013599999994
,,1.72532308,47,2.8053461688,47,3.02532308,40,4.5258052672,0.080023019199999989,4.5258125472,40,3.1255339096,0.040097013599999994
,,2.72532308,87,2.8053534488,87,3.07532308,40,4.6058347184,0.080029451199999989,4.6058455184,80,3.2056017608,0.04013509359999999
,,2.8053461688,87,2.885369188,47,3.12532308,40,4.6858580576,0.080023339199999987,4.6858653376,40,3.2056017608,0.04013509359999999
,,2.8053534488,47,2.885376468,87,3.17532308,40,4.7658875088,0.080029451199999989,4.7658983088,80,3.28562446,0.040023877599999993
,,2.885369188,127,2.9653986392,47,3.22532308,40,4.84591664,0.080029131199999991,4.84592744,80,3.3657591592,0.040139317600000001
,,2.885376468,47,2.9654094392,127,4.3657591592,40,4.9259396592,0.080023019199999989,4.9259469392,40,4.445789528,0.040015483199999993
,,2.9653986392,87,3.0454184584,47,4.4157591592,40,,,,,4.5258125472,0.040015413599999993
,,2.9654094392,47,3.0455038184,87,4.4657591592,40,,,,,4.6058455184,0.0400189336
,,3.0454184584,127,3.1254514296,47,4.5157591592,40,,,,,4.6058455184,0.0400189336
,,3.0455038184,47,3.1255339096,127,4.5657591592,40,,,,,4.6858653376,0.040015413599999993
,,3.1254514296,127,3.2055909608,47,4.6157591592,40,,,,,4.7658983088,0.0400189336
,,3.1255339096,47,3.2056017608,127,4.6657591592,40,,,,,4.7658983088,0.0400189336
,,3.2055909608,87,3.285608156,47,4.7157591592,40,,,,,4.84592744,0.04001829359999999
,,3.2056017608,47,3.28562446,87,4.7657591592,40,,,,,4.84592744,0.04001829359999999
